編號,案類,發生日期,發生時間,發生地點
102,汽車竊盜,1071001,0547,臺中市豐原區豐原大道3段75巷
103,汽車竊盜,1071004,0700,臺中市霧峰區中投東路2段四德路
104,汽車竊盜,1071007,1520,臺中市南區忠明南路
105,汽車竊盜,1071011,0700,臺中市梧棲區民生街
106,汽車竊盜,1071012,0630,臺中市大里區中投西路3段東興路
107,汽車竊盜,1071021,0915,臺中市豐原區豐南街92巷
108,汽車竊盜,1071021,0945,臺中市潭子區仁愛路2段117巷
109,汽車竊盜,1071026,0130,臺中市北區梅亭東街
110,汽車竊盜,1071026,0610,臺中市豐原區南陽路301巷
111,汽車竊盜,1071030,0940,臺中市豐原區豐原大道8段
112,汽車竊盜,1071031,0505,臺中市北區育德路
113,汽車竊盜,1071101,0730,臺中市梧棲區中興路128巷
114,汽車竊盜,1071105,0650,臺中市豐原區永康路
115,汽車竊盜,1071106,1200,臺中市大雅區神林南路272巷
116,汽車竊盜,1071109,0230,臺中市東勢區福隆里福隆街267號
117,汽車竊盜,1071109,0750,臺中市大雅區雅環路1段106巷
118,汽車竊盜,1071112,0140,臺中市潭子區潭陽里23鄰潭興路3段
119,汽車竊盜,1071112,0730,臺中市南屯區鎮平里環中路4段
120,汽車竊盜,1071113,0232,臺中市太平區東平頭太堤東路
121,汽車竊盜,1071116,1630,臺中市東勢區東關路7段
122,汽車竊盜,1071120,0940,臺中市北屯區后庄路與敦化三街
123,汽車竊盜,1071123,1930,臺中市西屯區大石里河南路2段
124,汽車竊盜,1071126,0240,臺中市清水區民有路120巷
125,汽車竊盜,1071201,2100,臺中市豐原區中坑巷
126,汽車竊盜,1071202,0300,臺中市大里區東興路633巷
127,汽車竊盜,1071202,0400,臺中市霧峰區南仟巷
128,汽車竊盜,1071205,0440,臺中市潭子區大豐一路路旁
129,汽車竊盜,1071206,0912,臺中市霧峰區福新路
130,汽車竊盜,1071208,0730,臺中市北屯區軍福九路與環中東路
131,汽車竊盜,1071210,1244,臺中市神岡區和陸路1段
132,汽車竊盜,1071211,0357,臺中市太平區環中東路與育賢路
133,汽車竊盜,1071211,1204,臺中市大里區環河路永隆九街口
134,汽車竊盜,1071211,2204,臺中市神岡區崇德路
135,汽車竊盜,1071212,1036,臺中市潭子區中山路3段
136,汽車竊盜,1071212,1320,臺中市太平區宜昌路
137,汽車竊盜,1071212,2030,臺中市潭子區栗林里祥和路
138,汽車竊盜,1071214,1800,臺中市潭子區福貴路
139,汽車竊盜,1071216,2013,臺中市北屯區和祥七街
140,汽車竊盜,1071218,0845,臺中市豐原區豐原大道1段
141,汽車竊盜,1071221,0700,臺中市清水區?榔里民族路2段519巷
142,汽車竊盜,1071221,0831,臺中市北屯區旱溪西路3段
143,汽車竊盜,1071226,2121,臺中市豐原區自強南街
144,汽車竊盜,1071228,2020,臺中市豐原區三豐路二段20巷
145,汽車竊盜,1071229,0900,臺中市北屯區軍福十六路
