編號,案類,發生日期,發生時間,發生地點
36,住宅竊盜,1050301,0000,臺中市烏日區環河路5段
37,住宅竊盜,1050302,0000,臺中市大里區樹王里樹王路
38,住宅竊盜,1050302,1007,臺中市潭子區中山路一段
39,住宅竊盜,1050302,2300,臺中市潭子區大通路
40,住宅竊盜,1050304,1200,臺中市北區健行路86巷
41,住宅竊盜,1050304,1415,臺中市烏日區環中路8段501巷
42,住宅竊盜,1050304,2040,臺中市東區復興路4段
43,住宅竊盜,1050304,2340,臺中市中區成功路
44,住宅竊盜,1050305,1849,臺中市南屯區南屯里永春路
45,住宅竊盜,1050306,0700,臺中市東勢區東坑路東福巷
46,住宅竊盜,1050307,1630,臺中市太平區長億六街
47,住宅竊盜,1050308,1000,臺中市東區力行路
48,住宅竊盜,1050308,1310,臺中市北屯區文昌東九街
49,住宅竊盜,1050310,1310,臺中市北屯區環中東路2段
50,住宅竊盜,1050311,2100,臺中市南區東興路1段
51,住宅竊盜,1050315,0000,臺中市北屯區環中東路2段
52,住宅竊盜,1050315,1230,臺中市北區大德街119巷
53,住宅竊盜,1050315,2330,臺中市太平區東光街82巷
54,住宅竊盜,1050318,1240,臺中市北區太原路2段215巷
55,住宅竊盜,1050318,2030,臺中市北區太原路2段16巷
56,住宅竊盜,1050320,0317,臺中市豐原區水源路192巷
57,住宅竊盜,1050321,0600,臺中市豐原區太坑巷
58,住宅竊盜,1050321,0900,臺中市豐原區國豐路三段361巷
59,住宅竊盜,1050322,0800,臺中市太平區德安街88巷
60,住宅竊盜,1050322,1830,臺中市東區自強街4巷
61,住宅竊盜,1050323,1412,臺中市東區精武路181巷
62,住宅竊盜,1050324,1100,臺中市北區博館東街10巷
63,住宅竊盜,1050325,1430,臺中市北區梅亭街514巷
64,住宅竊盜,1050326,1230,臺中市烏日區南里溪南路3段12巷
65,住宅竊盜,1050330,1130,臺中市東區和平街
66,住宅竊盜,1050402,2300,臺中市潭子區中山路2段351巷
67,住宅竊盜,1050407,2200,臺中市新社區協成里21鄰興隆街
68,住宅竊盜,1050409,2000,臺中市北區中清路1段348巷
69,住宅竊盜,1050412,1030,臺中市龍井區龍社路
70,住宅竊盜,1050414,0402,臺中市東區一心街327巷
71,住宅竊盜,1050414,1356,臺中市豐原區豐東路446號
72,住宅竊盜,1050415,0000,臺中市南屯區文心路1段
73,住宅竊盜,1050415,1600,臺中市中區公園路
74,住宅竊盜,1050415,2000,臺中市太平區德興路136巷
75,住宅竊盜,1050418,0609,臺中市南屯區環中路4段
76,住宅竊盜,1050418,1300,臺中市潭子區大富路2段
77,住宅竊盜,1050420,0200,臺中市龍井區臺灣大道5段30巷
78,住宅竊盜,1050420,2309,臺中市西屯區安林路
79,住宅竊盜,1050422,0010,臺中市北區中華路2段175巷
80,住宅竊盜,1050423,0057,臺中市北區青島路2段
81,住宅竊盜,1050423,1230,臺中市北區國強街98巷
82,住宅竊盜,1050427,0926,臺中市南區台中路
83,住宅竊盜,1050428,0600,臺中市龍井區中央路3段
84,住宅竊盜,1050428,1600,臺中市龍井區遊園南路101巷
85,住宅竊盜,1050501,0800,臺中市神岡區昌平路五段237巷
86,住宅竊盜,1050502,0050,臺中市西屯區西屯路2段208巷
87,住宅竊盜,1050505,0930,臺中市大雅區龍山三街51號
88,住宅竊盜,1050506,0354,臺中市東區福仁街190號
89,住宅竊盜,1050509,0449,臺中市東勢區豐勢路191號
90,住宅竊盜,1050510,0730,臺中市北區崇德路1段500巷
91,住宅竊盜,1050510,1300,臺中市南區南陽街
92,住宅竊盜,1050511,1900,臺中市烏日區太明路359巷
93,住宅竊盜,1050512,1200,臺中市北屯區新興路
94,住宅竊盜,1050513,1330,臺中市北區自強街45巷
95,住宅竊盜,1050515,2030,臺中市北屯區陳平里12鄰中清路2段742巷
96,住宅竊盜,1050517,0800,臺中市潭子區新興路一段185巷
97,住宅竊盜,1050517,1335,臺中市北區崇德路1段
98,住宅竊盜,1050518,0715,臺中市中區光復路合作大樓
99,住宅竊盜,1050518,1100,臺中市龍井區竹師路2段75巷
100,住宅竊盜,1050519,0356,臺中市豐原區三豐路799巷
101,住宅竊盜,1050525,0035,臺中市北區雙十路1段
102,住宅竊盜,1050525,2327,臺中市西屯區西墩里黎明路3段
103,住宅竊盜,1050527,0700,臺中市北區陝西東三街
104,住宅竊盜,1050527,0715,臺中市北區華興街
105,住宅竊盜,1050529,1230,臺中市東區富台街
106,住宅竊盜,1050531,0905,臺中市太平區東方三街2巷
107,住宅竊盜,1050531,1200,臺中市太平區中山路1段151巷
108,住宅竊盜,1050601,2300,臺中市大雅區平河南路239巷
109,住宅竊盜,1050603,1400,臺中市西屯區逢甲路20巷
110,住宅竊盜,1050604,0545,臺中市東區進德北路
111,住宅竊盜,1050604,1100,臺中市北區雙十路2段
112,住宅竊盜,1050608,0100,臺中市豐原區田心路2段145巷
113,住宅竊盜,1050609,1700,臺中市沙鹿區中山路
114,住宅竊盜,1050611,1600,臺中市東區進化路221巷
115,住宅竊盜,1050612,1845,臺中市北區國強街93巷
116,住宅竊盜,1050616,0226,臺中市中區光復路合作大樓
117,住宅竊盜,1050616,1548,臺中市西屯區市政北一路與惠中五街
118,住宅竊盜,1050619,1600,臺中市西區自立街
119,住宅竊盜,1050620,0000,臺中市西屯區大石里福上巷
120,住宅竊盜,1050620,0600,臺中市西屯區福瑞街118號
121,住宅竊盜,1050620,2100,臺中市中區臺灣大道1段
122,住宅竊盜,1050621,0451,臺中市北區國豐街
123,住宅竊盜,1050621,1600,臺中市大雅區義和路
124,住宅竊盜,1050627,0120,臺中市西屯區西墩里西屯路三段
125,住宅竊盜,1050627,1254,臺中市北區水興街98巷
126,住宅竊盜,1050628,0415,臺中市西屯區大有一街
127,住宅竊盜,1050628,1920,臺中市南區南和路
128,住宅竊盜,1050629,1245,臺中市北區山西路1段
129,住宅竊盜,1050701,1200,臺中市南區永南街
130,住宅竊盜,1050702,1500,臺中市北屯區平安里17鄰文昌東六街
131,住宅竊盜,1050705,2200,臺中市潭子區大新路80巷
132,住宅竊盜,1050710,1200,臺中市東區振興路
133,住宅竊盜,1050711,2100,臺中市豐原區鎌村路210巷
134,住宅竊盜,1050712,1430,臺中市東區復興路4段
135,住宅竊盜,1050712,2130,臺中市西屯區西屯路2段吉本巷
136,住宅竊盜,1050713,1742,臺中市龍井區龍山街123巷
137,住宅竊盜,1050714,2355,臺中市太平區振福路245巷
138,住宅竊盜,1050715,1600,臺中市潭子區得天街69巷
139,住宅竊盜,1050716,2140,臺中市沙鹿區北勢東路
140,住宅竊盜,1050718,1930,臺中市豐原區西勢三街
141,住宅竊盜,1050719,1700,臺中市潭子區光陽路245巷
142,住宅竊盜,1050720,0800,臺中市龍井區新庄里學園路
143,住宅竊盜,1050722,0400,臺中市烏日區中興街
144,住宅竊盜,1050722,1011,臺中市北區金龍里德化街
145,住宅竊盜,1050723,2300,臺中市北區中清路1段
146,住宅竊盜,1050726,0800,臺中市南區高工路252巷
147,住宅竊盜,1050729,0400,臺中市神岡區溪洲路
148,住宅竊盜,1050729,0527,臺中市東區和平街
149,住宅竊盜,1050731,1200,臺中市西區明智街
150,住宅竊盜,1050731,2233,臺中市南區建國南路1段
151,住宅竊盜,1050802,0900,臺中市大里區三民一街9巷
152,住宅竊盜,1050805,2000,臺中市大甲區順帆路
153,住宅竊盜,1050806,0935,臺中市北屯區水湳里大連路1段16巷
154,住宅竊盜,1050810,0430,臺中市西屯區何仁里21鄰西屯路2段126巷
155,住宅竊盜,1050812,0305,臺中市東區復興路4段220巷
156,住宅竊盜,1050815,0130,臺中市西區民權路
157,住宅竊盜,1050815,1830,臺中市北區梅亭街436巷
158,住宅竊盜,1050815,2040,臺中市西屯區文心路四段
159,住宅竊盜,1050817,1700,臺中市南區工學一街
160,住宅竊盜,1050819,1948,臺中市南區文心南路
161,住宅竊盜,1050819,2200,臺中市南區工學路
162,住宅竊盜,1050824,0930,臺中市豐原區水源路南坑巷
163,住宅竊盜,1050826,1800,臺中市霧峰區四德里北豐路
164,住宅竊盜,1050829,1522,臺中市新社區中和街1段114巷
165,住宅竊盜,1050830,1800,臺中市北屯區環中東路2段
166,住宅竊盜,1050901,0951,臺中市神岡區豐洲路
167,住宅竊盜,1050901,2300,臺中市豐原區育德街
168,住宅竊盜,1050902,2130,臺中市烏日區中山路2段260巷
169,住宅竊盜,1050907,2037,臺中市西屯區臺灣大路3段
170,住宅竊盜,1050909,0000,臺中市北屯區和平里6鄰軍和街
171,住宅竊盜,1050913,1730,臺中市大肚區沙田路2段284巷
172,住宅竊盜,1050916,2250,臺中市北屯區北屯路
173,住宅竊盜,1050920,0900,臺中市南區南和路
174,住宅竊盜,1050923,0440,臺中市龍井區龍社路51巷
175,住宅竊盜,1050926,0042,臺中市西屯區華廈巷西五弄
176,住宅竊盜,1050928,0303,臺中市北區中華路2段
177,住宅竊盜,1050930,2000,臺中市大雅區月祥路
178,住宅竊盜,1051001,0140,臺中市東區富台街67巷
179,住宅竊盜,1051004,0150,臺中市南屯區豐樂里文心南五路1段
180,住宅竊盜,1051007,1750,臺中市南區建成路1095巷
181,住宅竊盜,1051008,1400,臺中市北屯區新平里中清路2段515巷
182,住宅竊盜,1051009,0047,臺中市北區中清路1段
183,住宅竊盜,1051010,0900,臺中市北屯區北平路4段
184,住宅竊盜,1051011,1700,臺中市神岡區中山路478巷
185,住宅竊盜,1051013,0149,臺中市東區復興路4段124巷
186,住宅竊盜,1051016,0820,臺中市西屯區何南里大恩街
187,住宅竊盜,1051017,1800,臺中市梧棲區福德里博愛路
188,住宅竊盜,1051018,1400,臺中市西屯區西平里22鄰文華路162巷
189,住宅竊盜,1051018,1945,臺中市大雅區通山路
190,住宅竊盜,1051020,2100,臺中市西區五權三街253巷
191,住宅竊盜,1051021,1750,臺中市北屯區松竹路2段407巷
192,住宅竊盜,1051022,0507,臺中市南區樹義五巷
193,住宅竊盜,1051023,0610,臺中市潭子區大智街15巷
194,住宅竊盜,1051025,0600,臺中市烏日區興德街62巷
195,住宅竊盜,1051026,1120,臺中市西屯區華夏東一街
196,住宅竊盜,1051027,1200,臺中市潭子區中山路一段326巷
197,住宅竊盜,1051031,1730,臺中市西屯區逢甲里河南路2段
198,住宅竊盜,1051103,1015,臺中市北屯區長生巷
199,住宅竊盜,1051104,0000,臺中市西區大全街
200,住宅竊盜,1051106,0730,臺中市北區育德路
201,住宅竊盜,1051107,1200,臺中市西屯區臺灣大道2段833巷
202,住宅竊盜,1051107,2130,臺中市北屯區東光里21鄰北屯路298巷
203,住宅竊盜,1051108,0800,臺中市神岡區民權一街
204,住宅竊盜,1051108,1000,臺中市北屯區中清路2段1250巷
205,住宅竊盜,1051111,0000,臺中市西屯區西屯路3段宏福5巷
206,住宅竊盜,1051112,0920,臺中市神岡區文昌街320巷
207,住宅竊盜,1051112,1900,臺中市北區英才路262巷
208,住宅竊盜,1051113,1800,臺中市太平區成功東路330巷
209,住宅竊盜,1051115,1905,臺中市北區陝西東三街
210,住宅竊盜,1051116,1612,臺中市大雅區中清路758巷
211,住宅竊盜,1051117,1107,臺中市西屯區西墩里西屯路三段
212,住宅竊盜,1051119,0640,臺中市后里區甲后路火車站旁
213,住宅竊盜,1051121,2230,臺中市中區民權路164號
214,住宅竊盜,1051123,1806,臺中市大雅區神林南路641巷
215,住宅竊盜,1051125,0740,臺中市北屯區三光里13鄰文昌東十二街
216,住宅竊盜,1051126,1850,臺中市西屯區四川路87巷
217,住宅竊盜,1051129,1330,臺中市南區新和街127巷
218,住宅竊盜,1051201,0900,臺中市北區進化北路
219,住宅竊盜,1051206,0600,臺中市北區五權路339巷
220,住宅竊盜,1051206,1200,臺中市烏日區健行南路
221,住宅竊盜,1051206,1228,臺中市南屯區寶山里文山南巷
222,住宅竊盜,1051206,1350,臺中市豐原區新生北路
223,住宅竊盜,1051207,1500,臺中市大肚區沙田路1段428巷
224,住宅竊盜,1051207,2200,臺中市太平區中山路1段
225,住宅竊盜,1051207,2230,臺中市西區梅川西路
226,住宅竊盜,1051209,1300,臺中市龍井區遊園南路101巷
227,住宅竊盜,1051209,1340,臺中市太平區大源三街
228,住宅竊盜,1051210,0603,臺中市東區大智路
229,住宅竊盜,1051211,1520,臺中市北區英士路
230,住宅竊盜,1051212,1411,臺中市北屯區崇德五路
231,住宅竊盜,1051213,0230,臺中市豐原區直興街16巷
232,住宅竊盜,1051213,1612,臺中市太平區大源五街241巷
233,住宅竊盜,1051215,0000,臺中市中區柳川東路3段
234,住宅竊盜,1051220,1246,臺中市豐原區成功路
235,住宅竊盜,1051220,1415,臺中市西屯區逢大路
236,住宅竊盜,1051222,0510,臺中市烏日區麻園溪西路
237,住宅竊盜,1051224,0400,臺中市東區練武路271巷
238,住宅竊盜,1051224,2200,臺中市北屯區環中路1段
239,住宅竊盜,1051225,2100,臺中市太平區中山路1段159巷
240,住宅竊盜,1051227,1700,臺中市北區成功路
241,住宅竊盜,1051228,0640,臺中市東區十甲路
