編號,案類,發生日期,發生時間,發生地點
145,汽車竊盜,1050729,0715,臺中市新社區東新路3段
146,汽車竊盜,1050731,1430,臺中市大雅區中山北與昌平路
147,汽車竊盜,1050801,0223,臺中市神岡區社南里民生路
148,汽車竊盜,1050801,0800,臺中市霧峰區丁台里丁台路456巷
149,汽車竊盜,1050805,1630,臺中市北屯區中平路
150,汽車竊盜,1050806,0900,臺中市南屯區寶山里忠勇路
151,汽車竊盜,1050806,2100,臺中市豐原區南嵩里20鄰水源路坪頂巷
152,汽車竊盜,1050810,0130,臺中市烏日區溪埧里溪南路1段
153,汽車竊盜,1050810,0700,臺中市大雅區中山路327巷
154,汽車竊盜,1050810,1200,臺中市烏日區五光路與復光三巷
155,汽車竊盜,1050813,0400,臺中市北屯區太原路3段
156,汽車竊盜,1050814,0400,臺中市豐原區萬順一街
157,汽車竊盜,1050814,1430,臺中市霧峰區萬豐里中正路
158,汽車竊盜,1050815,0700,臺中市龍井區遊園北路
159,汽車竊盜,1050815,0830,臺中市西屯區永安里國安二路與國祥街
160,汽車竊盜,1050816,1300,臺中市霧峰區民生路
161,汽車竊盜,1050818,0220,臺中市南區復興北路
162,汽車竊盜,1050819,0615,臺中市西屯區福中15街13巷
163,汽車竊盜,1050820,0730,臺中市大甲區日南里青年與幼二路口
164,汽車竊盜,1050820,1800,臺中市北屯區環中東路1段
165,汽車竊盜,1050821,1410,臺中市南屯區春社里義芳街
166,汽車竊盜,1050822,2130,臺中市大甲區中山里甲東路
167,汽車竊盜,1050823,0810,臺中市潭子區環中東路
168,汽車竊盜,1050824,0037,臺中市大雅區三和里7鄰仁和路116巷
169,汽車竊盜,1050824,0930,臺中市太平區宜昌路
170,汽車竊盜,1050826,2130,臺中市大肚區蔗?里15鄰太平路
171,汽車竊盜,1050827,0700,臺中市東勢區東新里文新街
172,汽車竊盜,1050827,1815,臺中市西區精誠30街
173,汽車竊盜,1050829,0730,臺中市沙鹿區鹿寮里027鄰福人街
174,汽車竊盜,1050903,0930,臺中市西屯區馬龍潭路與黎明路
175,汽車竊盜,1050907,0657,臺中市東區東光園路
176,汽車竊盜,1050909,0750,臺中市豐原區翁子里22鄰豐勢路2段
177,汽車竊盜,1050915,1130,臺中市西屯區天佑街上近中工二路
178,汽車竊盜,1050916,0130,臺中市沙鹿區向上路7段
179,汽車竊盜,1050916,1745,臺中市神岡區神洲里國豐一段路神洲路
180,汽車竊盜,1050920,0822,臺中市清水區新興路
181,汽車竊盜,1050921,0720,臺中市西屯區福科路620巷
182,汽車竊盜,1050922,1000,臺中市沙鹿區臺灣大路6段926巷
183,汽車竊盜,1050925,0950,臺中市太平區新平路1段朱厝巷
184,汽車竊盜,1050926,0552,臺中市霧峰區霧工一路
185,汽車竊盜,1050928,0600,臺中市霧峰區萬豐里07鄰中正路
186,汽車竊盜,1050929,1245,臺中市大里區工業二路
187,汽車竊盜,1051001,0700,臺中市北屯區庄美街及榮貴街
188,汽車竊盜,1051002,0840,臺中市清水區鰲峰路
189,汽車竊盜,1051004,0820,臺中市北屯區敦化路與仁平路
190,汽車竊盜,1051005,0052,臺中市北區太原路1段
191,汽車竊盜,1051007,0600,臺中市西屯區宏福五巷
192,汽車竊盜,1051008,1035,臺中市霧峰區吉峰里25鄰民生路
193,汽車竊盜,1051009,1500,臺中市豐原區國豐路三段
194,汽車竊盜,1051012,0830,臺中市沙鹿區鹿寮里21鄰中山路378巷
195,汽車竊盜,1051012,0925,臺中市豐原區朴子里豐勢路2段1200巷
196,汽車竊盜,1051014,0327,臺中市北區柳川西路4段
197,汽車竊盜,1051014,0411,臺中市豐原區朴子里2鄰豐勢路2段
198,汽車竊盜,1051015,1800,臺中市南屯區豐樂里永平路台中消防局後方停車格
199,汽車竊盜,1051017,0600,臺中市梧棲區草湳里29鄰梧南路
200,汽車竊盜,1051018,0730,臺中市大雅區月祥路
201,汽車竊盜,1051019,0636,臺中市沙鹿區自由路
202,汽車竊盜,1051020,0546,臺中市北屯區同榮路
203,汽車竊盜,1051021,0910,臺中市南屯區楓樹里楓樹西街與黎明路
204,汽車竊盜,1051022,0044,臺中市潭子區中山路2段
205,汽車竊盜,1051023,0439,臺中市西屯區安和路
206,汽車竊盜,1051023,2340,臺中市南區福田二街
207,汽車竊盜,1051024,0046,臺中市南屯區南屯里黎明路1段
208,汽車竊盜,1051024,0720,臺中市大里區草堤路158巷
209,汽車竊盜,1051025,0000,臺中市西區柳川東路2段
210,汽車竊盜,1051025,6500,臺中市西區五權西四街
211,汽車竊盜,1051026,4300,臺中市北屯區中清路2段
212,汽車竊盜,1051029,1820,臺中市北屯區軍福16路
213,汽車竊盜,1051102,1500,臺中市南屯區大業路
214,汽車竊盜,1051104,0344,臺中市中區成功路
215,汽車竊盜,1051104,0730,臺中市梧棲區臺灣大道9段
216,汽車竊盜,1051107,1700,臺中市南區工學北路與德富路口
217,汽車竊盜,1051107,2000,臺中市西屯區順平路與石平路中間
218,汽車竊盜,1051107,2200,臺中市北屯區東光路
219,汽車竊盜,1051111,1500,臺中市大甲區甲后路5段652巷
220,汽車竊盜,1051113,0915,臺中市西屯區華美西街2段
221,汽車竊盜,1051113,1430,臺中市西屯區永安里國安二路上的停車格
222,汽車竊盜,1051114,1305,臺中市東區十智街
223,汽車竊盜,1051117,0430,臺中市南屯區永定里益文一街
224,汽車竊盜,1051119,2150,臺中市潭子區嘉豐路
225,汽車竊盜,1051120,1000,臺中市東區東光園路
226,汽車竊盜,1051121,1230,臺中市西區梅川西路2段
227,汽車竊盜,1051121,1700,臺中市霧峰區中正路
228,汽車竊盜,1051123,0113,臺中市大里區新仁路111巷
229,汽車竊盜,1051126,0630,臺中市西屯區國安一路
230,汽車竊盜,1051126,2140,臺中市東區雙十路與公園路口
231,汽車竊盜,1051127,0200,臺中市石岡區萬興里2鄰豐勢路
232,汽車竊盜,1051127,1414,臺中市東區德興一街
233,汽車竊盜,1051128,0245,臺中市清水區星海一街
234,汽車竊盜,1051128,0630,臺中市清水區清水里中山路
235,汽車竊盜,1051202,0640,臺中市沙鹿區台灣大道7段
236,汽車竊盜,1051203,0830,臺中市西屯區台灣大道4段1762巷
237,汽車竊盜,1051205,0630,臺中市西屯區西屯路三段與遊園北路口
238,汽車竊盜,1051205,2359,臺中市北屯區天祥街
239,汽車竊盜,1051206,0025,臺中市西屯區西屯路三段與遊園北路口
240,汽車竊盜,1051206,1048,臺中市北區梅亭街
241,汽車竊盜,1051207,0040,臺中市清水區高美路160巷
242,汽車竊盜,1051209,1900,臺中市烏日區榮泉里三榮16路1巷135弄
243,汽車竊盜,1051212,0800,臺中市太平區中山路2段350巷
244,汽車竊盜,1051217,0236,臺中市東區十甲路與東南街口
245,汽車竊盜,1051219,0730,臺中市東勢區東新里文新街與勢林街口
246,汽車竊盜,1051220,0130,臺中市大雅區和平新路靠近和平路
247,汽車竊盜,1051224,0603,臺中市南屯區南屯里黎明路2段
248,汽車竊盜,1051229,0800,臺中市后里區泰安里福興路
