編號,案類,發生日期,發生時間,發生地點
158,機車竊盜,1070617,1200,臺中市北區中清路1段
159,機車竊盜,1070619,0200,臺中市北屯區文心路3段433巷
160,機車竊盜,1070622,1000,臺中市西區臺灣大道1段
161,機車竊盜,1070622,1155,臺中市西屯區西屯路二段
162,機車竊盜,1070622,1409,臺中市太平區中平九街
163,機車竊盜,1070623,1750,臺中市外埔區甲后路5巷
164,機車竊盜,1070624,2130,臺中市北區進化北路
165,機車竊盜,1070626,1300,臺中市沙鹿區沙田路
166,機車竊盜,1070626,1330,臺中市太平區中平九街
167,機車竊盜,1070627,1115,臺中市西屯區至善路
168,機車竊盜,1070628,0700,臺中市南區復興路3段
169,機車竊盜,1070701,1411,臺中市西屯區業區三十八路
170,機車竊盜,1070703,0206,臺中市霧峰區中正路1137巷
171,機車竊盜,1070703,1130,臺中市神岡區神圳路30巷
172,機車竊盜,1070704,1000,臺中市南區國光路
173,機車竊盜,1070705,0329,臺中市霧峰區峰谷路
174,機車竊盜,1070707,0435,臺中市西屯區西屯路三段
175,機車竊盜,1070707,1110,臺中市北區美德街
176,機車竊盜,1070709,1800,臺中市南區民意街
177,機車竊盜,1070710,1700,臺中市北屯區?子巷
178,機車竊盜,1070717,2000,臺中市大肚區文昌路2段688巷
179,機車竊盜,1070717,2100,臺中市北區水源街
180,機車竊盜,1070719,0118,臺中市大甲區經國路
181,機車竊盜,1070719,0826,臺中市大甲區甲后路5段335巷
182,機車竊盜,1070720,0800,臺中市潭子區豐興路2段
183,機車竊盜,1070722,1310,臺中市北屯區軍福13路與祥順路口
184,機車竊盜,1070722,1622,臺中市大甲區經國路
185,機車竊盜,1070723,2310,臺中市神岡區三民路
186,機車竊盜,1070725,0900,臺中市霧峰區光明路
187,機車竊盜,1070727,1540,臺中市西屯區文心路3段
188,機車竊盜,1070728,2130,臺中市清水區民享路
189,機車竊盜,1070731,1500,臺中市東區十甲東路
190,機車竊盜,1070801,0341,臺中市龍井區中央路3段
191,機車竊盜,1070801,0800,臺中市外埔區大馬路482巷
192,機車竊盜,1070803,0100,臺中市北區學士路
193,機車竊盜,1070807,1653,臺中市烏日區五光路1113巷
194,機車竊盜,1070807,2200,臺中市清水區鰲新路
195,機車竊盜,1070808,1400,臺中市梧棲區臺灣大道8段
196,機車竊盜,1070813,0319,臺中市西屯區文心路3段
197,機車竊盜,1070813,1016,臺中市西區福人街118巷
198,機車竊盜,1070813,1455,臺中市豐原區豐東路
199,機車竊盜,1070818,0740,臺中市梧棲區自強二街86巷
200,機車竊盜,1070818,1340,臺中市大肚區沙田路1段
201,機車竊盜,1070818,1930,臺中市霧峰區光明街18巷
202,機車竊盜,1070819,1620,臺中市北區雙十路與力行路口
203,機車竊盜,1070822,0800,臺中市西屯區中康二街
204,機車竊盜,1070825,0700,臺中市南區仁和路129巷
205,機車竊盜,1070825,0830,臺中市北區英才路
206,機車竊盜,1070826,1303,臺中市大里區仁化里仁化路
207,機車竊盜,1070827,0600,臺中市豐原區中陽路463巷
208,機車竊盜,1070827,0722,臺中市南區仁和路129巷
209,機車竊盜,1070828,0300,臺中市石岡區豐勢路65巷
210,機車竊盜,1070829,0916,臺中市霧峰區大同路
211,機車竊盜,1070830,0730,臺中市大里區益民路2段
212,機車竊盜,1070830,1530,臺中市西區民權路與市府路口
213,機車竊盜,1070831,0050,臺中市西區三民路1段
214,機車竊盜,1070831,0710,臺中市大雅區中清路四段831巷
215,機車竊盜,1070902,1130,臺中市新社區復盛里華豐街
216,機車竊盜,1070903,0000,臺中市北屯區平德路1巷
217,機車竊盜,1070903,0119,臺中市南屯區中和里黎明路1段
218,機車竊盜,1070904,0425,臺中市中區繼光街
219,機車竊盜,1070904,0705,臺中市東區進化路
220,機車竊盜,1070905,0200,臺中市豐原區中正路167巷
221,機車竊盜,1070905,1830,臺中市龍井區臺灣大道5段3巷
222,機車竊盜,1070905,2200,臺中市北區大德街與英才街口
223,機車竊盜,1070906,1051,臺中市潭子區頭張路2段
224,機車竊盜,1070906,2356,臺中市東區東光園路100巷
225,機車竊盜,1070908,0110,臺中市豐原區北陽路
226,機車竊盜,1070908,2240,臺中市北區中清路1段
227,機車竊盜,1070910,0030,臺中市西屯區華美西街二段
228,機車竊盜,1070910,1500,臺中市北屯區南京東路人行道上
229,機車竊盜,1070910,2230,臺中市西屯區中平路
230,機車竊盜,1070912,1600,臺中市南區長榮里濟世街
231,機車竊盜,1070913,0100,臺中市大肚區王田里王福街
232,機車竊盜,1070913,1030,臺中市烏日區新興路
233,機車竊盜,1070913,1900,臺中市大肚區蔗南路180巷
234,機車竊盜,1070915,0615,臺中市北屯區大鵬路52巷
235,機車竊盜,1070915,1900,臺中市清水區中央路38巷口
236,機車竊盜,1070916,0100,臺中市豐原區北陽路40巷
237,機車竊盜,1070919,0850,臺中市大里區練武路53巷
238,機車竊盜,1070921,0800,臺中市大雅區民豐街
239,機車竊盜,1070922,2030,臺中市豐原區同安街與國民新村口
240,機車竊盜,1070923,0128,臺中市南區永南街
241,機車竊盜,1070923,0128,臺中市南區永南街
242,機車竊盜,1070923,0830,臺中市大雅區民生路3段136巷
243,機車竊盜,1070924,1533,臺中市北區水源街
244,機車竊盜,1070925,2224,臺中市梧棲區梧南路
245,機車竊盜,1070927,2300,臺中市太平區富宜路
246,機車竊盜,1070928,1545,臺中市北區進化北路
247,機車竊盜,1071001,0520,臺中市豐原區豐勢路二段
248,機車竊盜,1071005,1912,臺中市太平區永豐路
249,機車竊盜,1071008,1153,臺中市霧峰區本堂里學成路
250,機車竊盜,1071013,1426,臺中市烏日區成功西路
251,機車竊盜,1071014,1704,臺中市東區東英十五街260巷
252,機車竊盜,1071016,2120,臺中市豐原區中山路與豐原大道路口
253,機車竊盜,1071019,0100,臺中市豐原區鎌村路
254,機車竊盜,1071022,1427,臺中市南屯區三厝街與永春東七路738巷
255,機車竊盜,1071022,2230,臺中市西屯區玉門路
256,機車竊盜,1071023,1704,臺中市東區福仁街
257,機車竊盜,1071024,1128,臺中市沙鹿區南陽路三角巷
258,機車竊盜,1071024,2307,臺中市南區工學北路
259,機車竊盜,1071028,0250,臺中市沙鹿區清泉路
260,機車竊盜,1071028,1800,臺中市豐原區東豐綠色走廊0.5K處附近
261,機車竊盜,1071028,2340,臺中市北屯區太原路與?子路
262,機車竊盜,1071029,1726,臺中市大里區美群北路
263,機車竊盜,1071103,1700,臺中市西屯區臺灣大道3段
264,機車竊盜,1071104,0300,臺中市東區新庄里立德街
265,機車竊盜,1071104,1800,臺中市烏日區光日路啤酒廠地下道附近
266,機車竊盜,1071107,0644,臺中市烏日區高鐵三路與站區二路口
267,機車竊盜,1071107,0930,臺中市太平區新平路1段175巷
268,機車竊盜,1071107,1500,臺中市烏日區溪南路1段
269,機車竊盜,1071108,1130,臺中市烏日區環中路7段
270,機車竊盜,1071108,1130,臺中市烏日區環中路7段
271,機車竊盜,1071109,1600,臺中市后里區雲頭路
272,機車竊盜,1071113,0310,臺中市西屯區臺灣大道2段
273,機車竊盜,1071114,0148,臺中市烏日區五光路與五光路35巷口
274,機車竊盜,1071114,1535,臺中市梧棲區文化路2段
275,機車竊盜,1071117,1700,臺中市和平區自由里2鄰東崎路2段烏石巷
276,機車竊盜,1071121,0405,臺中市北屯區中清路2段
277,機車竊盜,1071122,2000,臺中市太平區東平路
278,機車竊盜,1071124,1800,臺中市清水區學園街26巷
279,機車竊盜,1071125,0540,臺中市后里區水門路
280,機車竊盜,1071126,1540,臺中市西區臺灣大道與日興街口
281,機車竊盜,1071126,2320,臺中市北屯區文昌二街
282,機車竊盜,1071127,0220,臺中市西屯區西安街277巷
283,機車竊盜,1071127,1620,臺中市潭子區勝利路
284,機車竊盜,1071201,1930,臺中市清水區五權路
285,機車竊盜,1071202,1800,臺中市東區立德街與信義街口
286,機車竊盜,1071202,2015,臺中市大甲區中山路1段
287,機車竊盜,1071203,0305,臺中市潭子區雅豐街160巷
288,機車竊盜,1071203,0936,臺中市西屯區河南路二段
289,機車竊盜,1071203,1120,臺中市南屯區溝墘里文心路與文心一路
290,機車竊盜,1071204,1200,臺中市大甲區蔣公路
291,機車竊盜,1071205,0135,臺中市西屯區臺灣大道二段
292,機車竊盜,1071205,1400,臺中市西區和龍里22鄰臺灣大道1段
293,機車竊盜,1071205,2230,臺中市西屯區文華路
294,機車竊盜,1071206,1153,臺中市西屯區福上巷
295,機車竊盜,1071206,1415,臺中市西屯區文華路127巷
296,機車竊盜,1071207,0915,臺中市西屯區文華路
297,機車竊盜,1071207,1022,臺中市西屯區西屯路三段
298,機車竊盜,1071208,0820,臺中市神岡區神洲路
299,機車竊盜,1071209,1300,臺中市大甲區經國路
300,機車竊盜,1071209,2200,臺中市后里區成功路108巷
301,機車竊盜,1071212,2210,臺中市大雅區學府路
302,機車竊盜,1071215,0615,臺中市北區進化路351巷
303,機車竊盜,1071215,2320,臺中市新社區興隆街
304,機車竊盜,1071217,1630,臺中市神岡區中山路
305,機車竊盜,1071217,1940,臺中市東區和平街與大勇街口
306,機車竊盜,1071218,1000,臺中市大里區國光路2段
307,機車竊盜,1071220,0900,臺中市西區三民路1段
308,機車竊盜,1071220,1730,臺中市北區一中街與太平路
309,機車竊盜,1071221,0235,臺中市大甲區文武路
310,機車竊盜,1071221,2325,臺中市潭子區福貴路969巷內
311,機車竊盜,1071222,0530,臺中市豐原區西勢路
312,機車竊盜,1071224,1715,臺中市西區建國南路
313,機車竊盜,1071224,1933,臺中市大甲區經國路2151巷
314,機車竊盜,1071224,2100,臺中市東勢區東蘭路
315,機車竊盜,1071225,1008,臺中市西區自由路1段
316,機車竊盜,1071225,1138,臺中市新社區協成里興義街
317,機車竊盜,1071226,1700,臺中市東區自由路3段
318,機車竊盜,1071228,0103,臺中市太平區永豐路
319,機車竊盜,1071228,0821,臺中市大里區好來三街11巷
320,機車竊盜,1071230,0601,臺中市西屯區臺灣大道4段
