編號,案類,發生日期,發生時間,發生地點
71,住宅竊盜,1060505,1140,臺中市大雅區中清路5段97巷
72,住宅竊盜,1060506,1822,臺中市中區綠川西街
73,住宅竊盜,1060510,1300,臺中市西屯區惠來里市政北一路
74,住宅竊盜,1060510,1830,臺中市霧峰區山腳巷
75,住宅竊盜,1060512,0000,臺中市龍井區新興路51巷
76,住宅竊盜,1060512,1500,臺中市南區南和路88巷
77,住宅竊盜,1060512,2000,臺中市豐原區翁明里12鄰東北街437巷
78,住宅竊盜,1060514,0920,臺中市北屯區和平里12鄰軍和街378巷
79,住宅竊盜,1060516,0830,臺中市神岡區民生路
80,住宅竊盜,1060517,0710,臺中市西屯區黎明路三段
81,住宅竊盜,1060519,0525,臺中市神岡區光復路375巷
82,住宅竊盜,1060519,0530,臺中市神岡區光復路375巷
83,住宅竊盜,1060519,0800,臺中市神岡區中山路667巷
84,住宅竊盜,1060520,1620,臺中市北區德化街
85,住宅竊盜,1060520,2050,臺中市太平區長億六街
86,住宅竊盜,1060520,2200,臺中市北屯區同榮里昌平路3段101巷
87,住宅竊盜,1060521,1422,臺中市東勢區廣興里第六橫街
88,住宅竊盜,1060521,1830,臺中市西區日盛街
89,住宅竊盜,1060525,1720,臺中市北區賴厝里太原路2段215巷
90,住宅竊盜,1060527,0700,臺中市南區大慶街1段257之5巷
91,住宅竊盜,1060528,1200,臺中市東區十甲東路
92,住宅竊盜,1060528,1300,臺中市太平區樹孝路
93,住宅竊盜,1060529,1824,臺中市外埔區甲后路5段130巷
94,住宅竊盜,1060603,0058,臺中市北屯區和平里14鄰和祥五街
95,住宅竊盜,1060608,0830,臺中市北區中清路1段880巷
96,住宅竊盜,1060608,0900,臺中市西屯區四川路87巷
97,住宅竊盜,1060609,1010,臺中市北區精武路
98,住宅竊盜,1060609,2000,臺中市烏日區大同八街
99,住宅竊盜,1060610,0000,臺中市東區十甲路
100,住宅竊盜,1060611,0914,臺中市西區三民路1段
101,住宅竊盜,1060616,1059,臺中市烏日區振興街
102,住宅竊盜,1060616,2300,臺中市烏日區光日路195巷
103,住宅竊盜,1060619,1930,臺中市北區篤行路
104,住宅竊盜,1060621,0201,臺中市北區進化北路
105,住宅竊盜,1060621,1405,臺中市東勢區東坑路705巷
106,住宅竊盜,1060624,1046,臺中市大里區工業二路92巷
107,住宅竊盜,1060625,1119,臺中市西屯區漢成街
108,住宅竊盜,1060626,1645,臺中市北區忠太東路
109,住宅竊盜,1060628,0328,臺中市大肚區遊園路2段133巷
110,住宅竊盜,1060630,0345,臺中市大里區大明里大明路
111,住宅竊盜,1060630,1500,臺中市大里區好來一街
112,住宅竊盜,1060701,0000,臺中市東區十甲巷
113,住宅竊盜,1060701,1600,臺中市大甲區義和一街133巷
114,住宅竊盜,1060703,2000,臺中市西屯區西屯路2段
115,住宅竊盜,1060703,2120,臺中市北區明新里14鄰忠明路543巷
116,住宅竊盜,1060710,1830,臺中市西區中華路1段154巷
117,住宅竊盜,1060712,1200,臺中市東區振興路162巷
118,住宅竊盜,1060715,1000,臺中市北區原子街
119,住宅竊盜,1060716,1600,臺中市大肚區遊園路1段87巷
120,住宅竊盜,1060717,1500,臺中市外埔區大東里甲后路5段128巷
121,住宅竊盜,1060718,0900,臺中市東勢區茂興里東蘭路石排巷
122,住宅竊盜,1060718,1530,臺中市烏日區光日路
123,住宅竊盜,1060718,1711,臺中市西屯區港尾里002鄰同志巷
124,住宅竊盜,1060718,1839,臺中市西屯區河南路2段
125,住宅竊盜,1060720,1400,臺中市西屯區臺灣大道四段
126,住宅竊盜,1060720,1800,臺中市北區華美街2段
127,住宅竊盜,1060721,0000,臺中市南屯區大誠里東興路2段3巷
128,住宅竊盜,1060721,1500,臺中市南屯區五權西路2段
129,住宅竊盜,1060721,1700,臺中市大雅區神林路1段268巷
130,住宅竊盜,1060721,1755,臺中市北屯區東山路1段140巷
131,住宅竊盜,1060721,2250,臺中市北區自強街41巷
132,住宅竊盜,1060723,0309,臺中市烏日區溪南路2段169巷
133,住宅竊盜,1060723,2000,臺中市東區台中路
134,住宅竊盜,1060724,1030,臺中市龍井區竹師路1段118巷
135,住宅竊盜,1060725,0140,臺中市東區十甲巷30弄
136,住宅竊盜,1060728,1200,臺中市西區篤行路
137,住宅竊盜,1060730,1000,臺中市西屯區西屯路3段
138,住宅竊盜,1060801,1210,臺中市北屯區平安里12鄰柳陽西街
139,住宅竊盜,1060806,2126,臺中市北區五義街
140,住宅竊盜,1060807,0900,臺中市北屯區和平里5鄰和祥街
141,住宅竊盜,1060808,0100,臺中市西區中興7巷
142,住宅竊盜,1060808,1100,臺中市北屯區水景里24鄰東山路1段210巷
143,住宅竊盜,1060810,2015,臺中市神岡區中山路478巷
144,住宅竊盜,1060813,1030,臺中市豐原區豐東路168巷
145,住宅竊盜,1060816,1400,臺中市豐原區中正路78巷
146,住宅竊盜,1060817,1622,臺中市北區尊賢街
147,住宅竊盜,1060818,1400,臺中市南屯區三民西路
148,住宅竊盜,1060818,1720,臺中市潭子區民族路三段17巷
149,住宅竊盜,1060819,0427,臺中市西屯區甘肅路1段
150,住宅竊盜,1060821,0233,臺中市東區東英八街
151,住宅竊盜,1060823,1330,臺中市西屯區何源里1鄰漢成街
152,住宅竊盜,1060823,1700,臺中市烏日區溪南路2段
153,住宅竊盜,1060826,0200,臺中市大里區樹王路180巷
154,住宅竊盜,1060826,1050,臺中市大里區中興路2段
155,住宅竊盜,1060830,0454,臺中市霧峰區中正路
156,住宅竊盜,1060830,1100,臺中市北區英才路
157,住宅竊盜,1060831,0620,臺中市大里區立仁里05鄰新仁路1段
158,住宅竊盜,1060901,1200,臺中市太平區長龍路2段
159,住宅竊盜,1060901,1200,臺中市北屯區瀋陽路3段
160,住宅竊盜,1060901,1530,臺中市大雅區中山北路450巷
161,住宅竊盜,1060906,1700,臺中市東區自由路4段
162,住宅竊盜,1060907,0116,臺中市西屯區四川路
163,住宅竊盜,1060908,1400,臺中市大里區東南路73巷
164,住宅竊盜,1060908,2200,臺中市大雅區學府路101巷
165,住宅竊盜,1060909,0224,臺中市西屯區成都路
166,住宅竊盜,1060915,0819,臺中市西屯區臺灣大道4段671巷
167,住宅竊盜,1060916,2027,臺中市霧峰區甲寅里德維街11巷
168,住宅竊盜,1060919,0350,臺中市北區中清路1段
169,住宅竊盜,1060919,0800,臺中市東勢區新盛里新盛街396巷
170,住宅竊盜,1060920,0200,臺中市大里區內新里011鄰內新街
171,住宅竊盜,1060924,1137,臺中市大肚區育英路
172,住宅竊盜,1060924,1635,臺中市南屯區南屯里南興巷
173,住宅竊盜,1060925,1358,臺中市東區信義街218巷
174,住宅竊盜,1060927,0204,臺中市東區東英八街
175,住宅竊盜,1060928,0830,臺中市大里區仁慈街
176,住宅竊盜,1061001,1400,臺中市豐原區豐北街222巷
177,住宅竊盜,1061002,1014,臺中市神岡區神清路
178,住宅竊盜,1061004,1401,臺中市西屯區廣福路
179,住宅竊盜,1061008,0900,臺中市大里區大里路
180,住宅竊盜,1061010,0100,臺中市東區自強街24巷
181,住宅竊盜,1061010,1752,臺中市北區原子街35巷
182,住宅竊盜,1061012,1500,臺中市神岡區庄前路79巷
183,住宅竊盜,1061014,2010,臺中市北區成功路446巷
184,住宅竊盜,1061015,1030,臺中市豐原區田心路2段
185,住宅竊盜,1061015,1200,臺中市北屯區和祥六街
186,住宅竊盜,1061015,2200,臺中市北區五權路254巷
187,住宅竊盜,1061017,1440,臺中市西屯區福科路
188,住宅竊盜,1061018,1000,臺中市龍井區沙田路5段
189,住宅竊盜,1061019,2040,臺中市南屯區惠中里大墩十街
190,住宅竊盜,1061020,1800,臺中市西屯區港尾里中清路三段
191,住宅竊盜,1061023,0120,臺中市東區自強街27巷
192,住宅竊盜,1061024,0929,臺中市西區自治街207巷
193,住宅竊盜,1061024,1031,臺中市大雅區昌平路四段406巷
194,住宅竊盜,1061026,0700,臺中市西屯區西墩南一巷
195,住宅竊盜,1061029,1314,臺中市南屯區精誠南路
196,住宅竊盜,1061104,1120,臺中市龍井區新興路東興巷
197,住宅竊盜,1061106,0251,臺中市龍井區新興路
198,住宅竊盜,1061106,1100,臺中市潭子區豐興路1段
199,住宅竊盜,1061107,2200,臺中市潭子區大富路
200,住宅竊盜,1061107,2230,臺中市神岡區大富路
201,住宅竊盜,1061108,1300,臺中市南區南和路38巷
202,住宅竊盜,1061111,1346,臺中市西屯區福林里福科路
203,住宅竊盜,1061113,0030,臺中市西屯區寧夏西三街
204,住宅竊盜,1061113,1138,臺中市中區民族路
205,住宅竊盜,1061114,1400,臺中市豐原區豐原大道3段343巷
206,住宅竊盜,1061114,1421,臺中市豐原區豐原大道3段343巷
207,住宅竊盜,1061114,2044,臺中市南區光輝一街
208,住宅竊盜,1061117,0011,臺中市北區五權路339巷
209,住宅竊盜,1061117,0140,臺中市豐原區東勢街
210,住宅竊盜,1061119,0311,臺中市太平區環中東路3段499巷
211,住宅竊盜,1061122,1200,臺中市東區進德路40巷
212,住宅竊盜,1061127,0143,臺中市北屯區東山路1段
213,住宅竊盜,1061128,1100,臺中市東區振興路
214,住宅竊盜,1061129,2107,臺中市大里區新仁路1段217巷
215,住宅竊盜,1061130,0126,臺中市大雅區中清東路
216,住宅竊盜,1061130,1000,臺中市豐原區永康路211巷
217,住宅竊盜,1061130,1310,臺中市東區台中路
218,住宅竊盜,1061208,1421,臺中市南屯區大墩十一街
219,住宅竊盜,1061208,2315,臺中市西屯區何厝里臺灣大道路2段740巷
220,住宅竊盜,1061210,1305,臺中市北屯區松和街110巷
221,住宅竊盜,1061210,1400,臺中市南屯區楓樹里樂田巷
222,住宅竊盜,1061210,1440,臺中市南區忠明南路
223,住宅竊盜,1061211,1500,臺中市西屯區國安一路233巷
224,住宅竊盜,1061211,2130,臺中市北區太原八街
225,住宅竊盜,1061213,1730,臺中市潭子區潭興路2段
226,住宅竊盜,1061214,0200,臺中市豐原區民生街
227,住宅竊盜,1061214,0534,臺中市大里區永隆三街180巷
228,住宅竊盜,1061216,2120,臺中市北屯區祥順路2段
229,住宅竊盜,1061222,1853,臺中市烏日區公園路
230,住宅竊盜,1061222,1912,臺中市西區忠仁街75巷
231,住宅竊盜,1061224,1930,臺中市西屯區甘州街
232,住宅竊盜,1061225,1600,臺中市北屯區四平路266巷
233,住宅竊盜,1061226,0912,臺中市豐原區三豐路一段375巷
234,住宅竊盜,1061228,1150,臺中市北區大誠街130巷
235,住宅竊盜,1061229,1525,臺中市北區太平路141巷
236,住宅竊盜,1061229,1731,臺中市南屯區黎明路2段478巷
237,住宅竊盜,1061230,1000,臺中市大里區大明路332巷
