編號,案類,date_raw,time_raw,location,year_file,date,hour,crime_category,is_valid,district
61,自行車竊盜,1060509,1934,臺中市西區英才路,106,2017-05-09,19,自行車竊盜,1,西區
62,自行車竊盜,1060509,2030,臺中市中區民權路,106,2017-05-09,20,自行車竊盜,1,中區
63,自行車竊盜,1060510,2000,臺中市西屯區何仁里永昌街,106,2017-05-10,20,自行車竊盜,1,西屯區
64,自行車竊盜,1060511,1207,臺中市西區南屯路1段,106,2017-05-11,12,自行車竊盜,1,西區
65,自行車竊盜,1060512,1629,臺中市南區南和路,106,2017-05-12,16,自行車竊盜,1,南區
66,自行車竊盜,1060515,706,臺中市北區德化街,106,2017-05-15,7,自行車竊盜,1,北區
67,自行車竊盜,1060523,1540,臺中市北區三民路3段,106,2017-05-23,15,自行車竊盜,1,北區
68,自行車竊盜,1060530,1440,臺中市東區十甲路,106,2017-05-30,14,自行車竊盜,1,東區
69,自行車竊盜,1060601,120,臺中市西屯區青海路2段,106,2017-06-01,1,自行車竊盜,1,西屯區
70,自行車竊盜,1060605,730,臺中市清水區甲南路,106,2017-06-05,7,自行車竊盜,1,清水區
71,自行車竊盜,1060608,2134,臺中市龍井區遊園南路101巷,106,2017-06-08,21,自行車竊盜,1,龍井區
72,自行車竊盜,1060610,1232,臺中市外埔區甲后路,106,2017-06-10,12,自行車竊盜,1,外埔區
73,自行車竊盜,1060611,1728,臺中市太平區光興路,106,2017-06-11,17,自行車竊盜,1,太平區
74,自行車竊盜,1060616,1430,臺中市大雅區清泉崗機場對面巷內,106,2017-06-16,14,自行車竊盜,1,大雅區
75,自行車竊盜,1060624,1750,臺中市北屯區同榮里新興路,106,2017-06-24,17,自行車竊盜,1,北屯區
76,自行車竊盜,1060625,2030,臺中市大雅區潭雅神自行車步道,106,2017-06-25,20,自行車竊盜,1,大雅區
77,自行車竊盜,1060628,1910,臺中市豐原區豐東路,106,2017-06-28,19,自行車竊盜,1,豐原區
78,自行車竊盜,1060706,1200,臺中市北區中清路1段,106,2017-07-06,12,自行車竊盜,1,北區
79,自行車竊盜,1060707,420,臺中市北屯區平心里2鄰遼陽四街,106,2017-07-07,4,自行車竊盜,1,北屯區
80,自行車竊盜,1060713,1700,臺中市北屯區瀋陽路3段與昌平路1段口,106,2017-07-13,17,自行車竊盜,1,北屯區
81,自行車竊盜,1060714,511,臺中市南屯區豐樂里萬安街,106,2017-07-14,5,自行車竊盜,1,南屯區
82,自行車竊盜,1060715,1000,臺中市大安區中松路,106,2017-07-15,10,自行車竊盜,1,大安區
83,自行車竊盜,1060715,1000,臺中市北區原子街,106,2017-07-15,10,自行車竊盜,1,北區
84,自行車竊盜,1060715,2000,臺中市石岡區梅子里豐勢路梅子巷,106,2017-07-15,20,自行車竊盜,1,石岡區
85,自行車竊盜,1060716,700,臺中市南屯區南屯路870巷與五權西路,106,2017-07-16,7,自行車竊盜,1,南屯區
86,自行車竊盜,1060716,900,臺中市烏日區成功西路往第九公墓自行車道,106,2017-07-16,9,自行車竊盜,1,烏日區
87,自行車竊盜,1060716,900,臺中市南區國光路,106,2017-07-16,9,自行車竊盜,1,南區
88,自行車竊盜,1060719,1530,臺中市潭子區中山路3段,106,2017-07-19,15,自行車竊盜,1,潭子區
89,自行車竊盜,1060720,2219,臺中市南屯區三和里黎明路2段335巷,106,2017-07-20,22,自行車竊盜,1,南屯區
90,自行車竊盜,1060723,2130,臺中市龍井區臺灣大道5段3巷,106,2017-07-23,21,自行車竊盜,1,龍井區
91,自行車竊盜,1060725,754,臺中市大肚區中沙路164巷,106,2017-07-25,7,自行車竊盜,1,大肚區
92,自行車竊盜,1060726,1744,臺中市龍井區新興路25巷,106,2017-07-26,17,自行車竊盜,1,龍井區
93,自行車竊盜,1060728,1207,臺中市中區中華路1段154巷,106,2017-07-28,12,自行車竊盜,1,中區
94,自行車竊盜,1060728,1838,臺中市清水區鰲峰路,106,2017-07-28,18,自行車竊盜,1,清水區
95,自行車竊盜,1060729,1405,臺中市北屯區北屯路,106,2017-07-29,14,自行車竊盜,1,北屯區
96,自行車竊盜,1060802,1759,臺中市太平區新仁路1段,106,2017-08-02,17,自行車竊盜,1,太平區
97,自行車竊盜,1060803,1900,臺中市中區大誠街,106,2017-08-03,19,自行車竊盜,1,中區
98,自行車竊盜,1060805,1229,臺中市大里區東榮路,106,2017-08-05,12,自行車竊盜,1,大里區
99,自行車竊盜,1060806,1600,臺中市豐原區永康路,106,2017-08-06,16,自行車竊盜,1,豐原區
100,自行車竊盜,1060809,1954,臺中市北屯區景南二路,106,2017-08-09,19,自行車竊盜,1,北屯區
101,自行車竊盜,1060810,406,臺中市東區復興路4段,106,2017-08-10,4,自行車竊盜,1,東區
102,自行車竊盜,1060810,640,臺中市南區復興路臺中路口,106,2017-08-10,6,自行車竊盜,1,南區
103,自行車竊盜,1060810,2000,臺中市神岡區中山路614巷,106,2017-08-10,20,自行車竊盜,1,神岡區
104,自行車竊盜,1060811,1530,臺中市神岡區前寮路,106,2017-08-11,15,自行車竊盜,1,神岡區
105,自行車竊盜,1060812,610,臺中市中區臺灣大道1段,106,2017-08-12,6,自行車竊盜,1,中區
106,自行車竊盜,1060813,2300,臺中市東區東光園路,106,2017-08-13,23,自行車竊盜,1,東區
107,自行車竊盜,1060819,1301,臺中市北屯區中清路2段808巷,106,2017-08-19,13,自行車竊盜,1,北屯區
108,自行車竊盜,1060823,1656,臺中市西區臺灣大道2段,106,2017-08-23,16,自行車竊盜,1,西區
109,自行車竊盜,1060825,115,臺中市北屯區四平路,106,2017-08-25,1,自行車竊盜,1,北屯區
110,自行車竊盜,1060825,705,臺中市北屯區四平路,106,2017-08-25,7,自行車竊盜,1,北屯區
111,自行車竊盜,1060828,1900,臺中市西區英才路,106,2017-08-28,19,自行車竊盜,1,西區
112,自行車竊盜,1060831,1600,臺中市龍井區沙田路6段,106,2017-08-31,16,自行車竊盜,1,龍井區
113,自行車竊盜,1060831,1700,臺中市清水區?榔里鰲峰路,106,2017-08-31,17,自行車竊盜,1,清水區
114,自行車竊盜,1060902,1600,臺中市西區康樂街,106,2017-09-02,16,自行車竊盜,1,西區
115,自行車竊盜,1060906,1330,臺中市西屯區中平路,106,2017-09-06,13,自行車竊盜,1,西屯區
116,自行車竊盜,1060907,700,臺中市大里區仁化路仁愛路口,106,2017-09-07,7,自行車竊盜,1,大里區
117,自行車竊盜,1060907,1255,臺中市北區健行路,106,2017-09-07,12,自行車竊盜,1,北區
118,自行車竊盜,1060908,754,臺中市北屯區北屯路,106,2017-09-08,7,自行車竊盜,1,北屯區
119,自行車竊盜,1060909,1212,臺中市北屯區同榮路近中清路2段1226巷,106,2017-09-09,12,自行車竊盜,1,北屯區
120,自行車竊盜,1060911,630,臺中市北屯區崇德路與大連路口,106,2017-09-11,6,自行車竊盜,1,北屯區
121,自行車竊盜,1060912,750,臺中市潭子區中山路二段241巷口,106,2017-09-12,7,自行車竊盜,1,潭子區
122,自行車竊盜,1060915,2010,臺中市南區德富路146巷,106,2017-09-15,20,自行車竊盜,1,南區
123,自行車竊盜,1060916,2027,臺中市霧峰區甲寅里德維街11巷,106,2017-09-16,20,自行車竊盜,1,霧峰區
124,自行車竊盜,1060919,1040,臺中市潭子區中山路二段停車場,106,2017-09-19,10,自行車竊盜,1,潭子區
125,自行車竊盜,1060919,1340,臺中市潭子區中山路1段,106,2017-09-19,13,自行車竊盜,1,潭子區
126,自行車竊盜,1060920,1450,臺中市后里區甲后路1段,106,2017-09-20,14,自行車竊盜,1,后里區
127,自行車竊盜,1060922,930,臺中市北區學士路與英士路,106,2017-09-22,9,自行車竊盜,1,北區
128,自行車竊盜,1060923,1200,臺中市清水區?榔里鰲峰路,106,2017-09-23,12,自行車竊盜,1,清水區
129,自行車竊盜,1060924,230,臺中市大雅區雅楓街60巷,106,2017-09-24,2,自行車竊盜,1,大雅區
130,自行車竊盜,1060925,500,臺中市沙鹿區三民路,106,2017-09-25,5,自行車竊盜,1,沙鹿區
131,自行車竊盜,1060926,231,臺中市中區繼光街,106,2017-09-26,2,自行車竊盜,1,中區
132,自行車竊盜,1060927,610,臺中市豐原區三豐路,106,2017-09-27,6,自行車竊盜,1,豐原區
133,自行車竊盜,1061009,30,臺中市西屯區臺灣大道三段708巷,106,2017-10-09,0,自行車竊盜,1,西屯區
134,自行車竊盜,1061009,900,臺中市大雅區神林南路,106,2017-10-09,9,自行車竊盜,1,大雅區
135,自行車竊盜,1061009,1430,臺中市清水區靈泉里11鄰鎮南街,106,2017-10-09,14,自行車竊盜,1,清水區
136,自行車竊盜,1061010,1840,臺中市后里區復興路,106,2017-10-10,18,自行車竊盜,1,后里區
137,自行車竊盜,1061017,49,臺中市東勢區廣興里第三橫街,106,2017-10-17,0,自行車竊盜,1,東勢區
138,自行車竊盜,1061020,910,臺中市中區市府路107巷,106,2017-10-20,9,自行車竊盜,1,中區
139,自行車竊盜,1061021,425,臺中市烏日區太明路成豐巷,106,2017-10-21,4,自行車竊盜,1,烏日區
140,自行車竊盜,1061021,905,臺中市中區中山路,106,2017-10-21,9,自行車竊盜,1,中區
141,自行車竊盜,1061024,630,臺中市大里區成功路12巷,106,2017-10-24,6,自行車竊盜,1,大里區
142,自行車竊盜,1061024,1400,臺中市南區國光路與仁和路,106,2017-10-24,14,自行車竊盜,1,南區
143,自行車竊盜,1061024,1442,臺中市梧棲區文華街,106,2017-10-24,14,自行車竊盜,1,梧棲區
144,自行車竊盜,1061025,209,臺中市霧峰區吉峰里峰生巷,106,2017-10-25,2,自行車竊盜,1,霧峰區
145,自行車竊盜,1061026,110,臺中市大雅區學府路404段,106,2017-10-26,1,自行車竊盜,1,大雅區
146,自行車竊盜,1061029,748,臺中市沙鹿區中山路,106,2017-10-29,7,自行車竊盜,1,沙鹿區
147,自行車竊盜,1061031,1810,臺中市大里區立新街265巷,106,2017-10-31,18,自行車竊盜,1,大里區
148,自行車竊盜,1061101,1040,臺中市梧棲區臺灣大道9段,106,2017-11-01,10,自行車竊盜,1,梧棲區
149,自行車竊盜,1061102,1500,臺中市北區建興里3鄰榮華街94巷,106,2017-11-02,15,自行車竊盜,1,北區
150,自行車竊盜,1061104,609,臺中市東區樂業路,106,2017-11-04,6,自行車竊盜,1,東區
151,自行車竊盜,1061111,725,臺中市清水區民有路,106,2017-11-11,7,自行車竊盜,1,清水區
152,自行車竊盜,1061111,1320,臺中市太平區太平路,106,2017-11-11,13,自行車竊盜,1,太平區
153,自行車竊盜,1061115,924,臺中市外埔區甲后路3段,106,2017-11-15,9,自行車竊盜,1,外埔區
154,自行車竊盜,1061115,1750,臺中市豐原區水源路,106,2017-11-15,17,自行車竊盜,1,豐原區
155,自行車竊盜,1061115,2350,臺中市南區美村南路,106,2017-11-15,23,自行車竊盜,1,南區
156,自行車竊盜,1061117,1530,臺中市清水區?榔里四維路,106,2017-11-17,15,自行車竊盜,1,清水區
157,自行車竊盜,1061119,1329,臺中市西屯區臺灣大道4段,106,2017-11-19,13,自行車竊盜,1,西屯區
158,自行車竊盜,1061122,1337,臺中市龍井區中山一路1段,106,2017-11-22,13,自行車竊盜,1,龍井區
159,自行車竊盜,1061127,1200,臺中市西區公館路,106,2017-11-27,12,自行車竊盜,1,西區
160,自行車竊盜,1061129,2107,臺中市大里區新仁路1段217巷,106,2017-11-29,21,自行車竊盜,1,大里區
161,自行車竊盜,1061130,1514,臺中市霧峰區中正路德維街口,106,2017-11-30,15,自行車竊盜,1,霧峰區
162,自行車竊盜,1061203,1031,臺中市西屯區福瑞街27巷,106,2017-12-03,10,自行車竊盜,1,西屯區
163,自行車竊盜,1061203,1830,臺中市南屯區豐樂里東興路與三民西路,106,2017-12-03,18,自行車竊盜,1,南屯區
164,自行車竊盜,1061205,759,臺中市北屯區中清路2段,106,2017-12-05,7,自行車竊盜,1,北屯區
165,自行車竊盜,1061205,1700,臺中市豐原區豐東路85巷,106,2017-12-05,17,自行車竊盜,1,豐原區
166,自行車竊盜,1061207,800,臺中市南區國光路,106,2017-12-07,8,自行車竊盜,1,南區
167,自行車竊盜,1061208,1005,臺中市南區興大路,106,2017-12-08,10,自行車竊盜,1,南區
168,自行車竊盜,1061211,1741,臺中市太平區中山路2段,106,2017-12-11,17,自行車竊盜,1,太平區
169,自行車竊盜,1061214,900,臺中市太平區永豐路,106,2017-12-14,9,自行車竊盜,1,太平區
170,自行車竊盜,1061214,1304,臺中市大里區甲興路,106,2017-12-14,13,自行車竊盜,1,大里區
171,自行車竊盜,1061215,1620,臺中市北區太原北路與中清路,106,2017-12-15,16,自行車竊盜,1,北區
172,自行車竊盜,1061223,1900,臺中市神岡區中山路,106,2017-12-23,19,自行車竊盜,1,神岡區
173,自行車竊盜,1061224,1314,臺中市南區國光路,106,2017-12-24,13,自行車竊盜,1,南區
174,自行車竊盜,1061224,1630,臺中市豐原區安康路,106,2017-12-24,16,自行車竊盜,1,豐原區
175,自行車竊盜,1061226,913,臺中市南區興大路,106,2017-12-26,9,自行車竊盜,1,南區
176,自行車竊盜,1061230,1200,臺中市后里區福音路,106,2017-12-30,12,自行車竊盜,1,后里區
177,自行車竊盜,1061230,1422,臺中市北屯區文心路4段,106,2017-12-30,14,自行車竊盜,1,北屯區
178,自行車竊盜,1061230,1830,臺中市太平區樹德路,106,2017-12-30,18,自行車竊盜,1,太平區
1,自行車竊盜,1070101,800,臺中市南區仁義街與頂橋三巷口,107,2018-01-01,8,自行車竊盜,1,南區
2,自行車竊盜,1070105,900,臺中市中區中華路與光復路,107,2018-01-05,9,自行車竊盜,1,中區
3,自行車竊盜,1070106,2207,臺中市大肚區中沙路,107,2018-01-06,22,自行車竊盜,1,大肚區
4,自行車竊盜,1070107,1400,臺中市西屯區何厝街6巷,107,2018-01-07,14,自行車竊盜,1,西屯區
5,自行車竊盜,1070112,441,臺中市太平區樹德路,107,2018-01-12,4,自行車竊盜,1,太平區
6,自行車竊盜,1070116,417,臺中市清水區南社里14鄰忠孝路126巷,107,2018-01-16,4,自行車竊盜,1,清水區
7,自行車竊盜,1070120,1800,臺中市西屯區工業區一路,107,2018-01-20,18,自行車竊盜,1,西屯區
8,自行車竊盜,1070126,2044,臺中市霧峰區福新路,107,2018-01-26,20,自行車竊盜,1,霧峰區
9,自行車竊盜,1070130,1030,臺中市北區學士路,107,2018-01-30,10,自行車竊盜,1,北區
10,自行車竊盜,1070130,1111,臺中市西區柳川東路2段93巷,107,2018-01-30,11,自行車竊盜,1,西區
11,自行車竊盜,1070201,1500,臺中市霧峰區中正路,107,2018-02-01,15,自行車竊盜,1,霧峰區
12,自行車竊盜,1070203,1150,臺中市豐原區中正路,107,2018-02-03,11,自行車竊盜,1,豐原區
13,自行車竊盜,1070208,1256,臺中市龍井區新興路,107,2018-02-08,12,自行車竊盜,1,龍井區
14,自行車竊盜,1070209,1829,臺中市北屯區同榮路與中清路2段1226巷,107,2018-02-09,18,自行車竊盜,1,北屯區
15,自行車竊盜,1070210,1853,臺中市東區復興路4段161巷,107,2018-02-10,18,自行車竊盜,1,東區
16,自行車竊盜,1070210,1900,臺中市潭子區勝利十二街51巷,107,2018-02-10,19,自行車竊盜,1,潭子區
17,自行車竊盜,1070212,1505,臺中市南屯區大英西一街,107,2018-02-12,15,自行車竊盜,1,南屯區
18,自行車竊盜,1070214,520,臺中市北屯區中清路2段808巷,107,2018-02-14,5,自行車竊盜,1,北屯區
19,自行車竊盜,1070216,1350,臺中市大雅區中山北路473巷,107,2018-02-16,13,自行車竊盜,1,大雅區
20,自行車竊盜,1070217,1300,臺中市北區進化北路,107,2018-02-17,13,自行車竊盜,1,北區
21,自行車竊盜,1070221,910,臺中市潭子區勝利十二街,107,2018-02-21,9,自行車竊盜,1,潭子區
22,自行車竊盜,1070222,1025,臺中市豐原區豐東路,107,2018-02-22,10,自行車竊盜,1,豐原區
23,自行車竊盜,1070224,1430,臺中市北屯區文心路4段,107,2018-02-24,14,自行車竊盜,1,北屯區
24,自行車竊盜,1070228,1740,臺中市烏日區三民街,107,2018-02-28,17,自行車竊盜,1,烏日區
25,自行車竊盜,1070308,1520,臺中市沙鹿區中山路,107,2018-03-08,15,自行車竊盜,1,沙鹿區
26,自行車竊盜,1070311,1434,臺中市太平區大興十一街,107,2018-03-11,14,自行車竊盜,1,太平區
27,自行車竊盜,1070313,1747,臺中市南區大明路與興大路口,107,2018-03-13,17,自行車竊盜,1,南區
28,自行車竊盜,1070315,900,臺中市北區五常街與英才路,107,2018-03-15,9,自行車竊盜,1,北區
29,自行車竊盜,1070317,1610,臺中市大甲區大安港路11巷,107,2018-03-17,16,自行車竊盜,1,大甲區
30,自行車竊盜,1070324,2345,臺中市南區五權南路,107,2018-03-24,23,自行車竊盜,1,南區
31,自行車竊盜,1070330,4,臺中市東區尚武路,107,2018-03-30,0,自行車竊盜,1,東區
32,自行車竊盜,1070331,230,臺中市神岡區三社路381巷,107,2018-03-31,2,自行車竊盜,1,神岡區
33,自行車竊盜,1070409,1500,臺中市大里區國光路2段,107,2018-04-09,15,自行車竊盜,1,大里區
34,自行車竊盜,1070411,1445,臺中市北屯區后庄路789巷,107,2018-04-11,14,自行車竊盜,1,北屯區
35,自行車竊盜,1070412,428,臺中市大甲區鎮政路33號,107,2018-04-12,4,自行車竊盜,1,大甲區
36,自行車竊盜,1070413,1720,臺中市烏日區中山路3段與振興街口,107,2018-04-13,17,自行車竊盜,1,烏日區
37,自行車竊盜,1070415,1200,臺中市潭子區大富路1段,107,2018-04-15,12,自行車竊盜,1,潭子區
38,自行車竊盜,1070416,955,臺中市北屯區河北西街,107,2018-04-16,9,自行車竊盜,1,北屯區
39,自行車竊盜,1070418,1730,臺中市北屯區后庄路35巷,107,2018-04-18,17,自行車竊盜,1,北屯區
40,自行車竊盜,1070420,535,臺中市大里區大德街,107,2018-04-20,5,自行車竊盜,1,大里區
41,自行車竊盜,1070422,1420,臺中市霧峰區吉峰路,107,2018-04-22,14,自行車竊盜,1,霧峰區
42,自行車竊盜,1070424,1800,臺中市西屯區文心路三段,107,2018-04-24,18,自行車竊盜,1,西屯區
43,自行車竊盜,1070426,538,臺中市東區復興路5段,107,2018-04-26,5,自行車竊盜,1,東區
44,自行車竊盜,1070429,1421,臺中市西屯區工業區38路,107,2018-04-29,14,自行車竊盜,1,西屯區
45,自行車竊盜,1070429,1425,臺中市北屯區新興路與中清路2段1226巷,107,2018-04-29,14,自行車竊盜,1,北屯區
46,自行車竊盜,1070508,1845,臺中市南區南和二街,107,2018-05-08,18,自行車竊盜,1,南區
47,自行車竊盜,1070513,1400,臺中市西區林森路,107,2018-05-13,14,自行車竊盜,1,西區
48,自行車竊盜,1070514,602,臺中市北屯區梅川東路與文昌二街口,107,2018-05-14,6,自行車竊盜,1,北屯區
49,自行車竊盜,1070517,2300,臺中市烏日區新烏日火車站公車站,107,2018-05-17,23,自行車竊盜,1,烏日區
50,自行車竊盜,1070526,12,臺中市大里區仁化路,107,2018-05-26,0,自行車竊盜,1,大里區
51,自行車竊盜,1070526,1149,臺中市梧棲區臺灣大道8段,107,2018-05-26,11,自行車竊盜,1,梧棲區
52,自行車竊盜,1070529,500,臺中市豐原區豐勢路二段,107,2018-05-29,5,自行車竊盜,1,豐原區
53,自行車竊盜,1070529,1520,臺中市西屯區文心路三段,107,2018-05-29,15,自行車竊盜,1,西屯區
54,自行車竊盜,1070529,1649,臺中市北區雙十路1段,107,2018-05-29,16,自行車竊盜,1,北區
55,自行車竊盜,1070530,1026,臺中市大甲區東西六路1段,107,2018-05-30,10,自行車竊盜,1,大甲區
56,自行車竊盜,1070602,216,臺中市中區成功路248巷,107,2018-06-02,2,自行車竊盜,1,中區
57,自行車竊盜,1070605,355,臺中市太平區工業路,107,2018-06-05,3,自行車竊盜,1,太平區
58,自行車竊盜,1070609,826,臺中市大安區南埔與中山南路口,107,2018-06-09,8,自行車竊盜,1,大安區
59,自行車竊盜,1070610,1445,臺中市南區仁和二街與正義街口,107,2018-06-10,14,自行車竊盜,1,南區
60,自行車竊盜,1070610,1455,臺中市大里區中興路1段382巷,107,2018-06-10,14,自行車竊盜,1,大里區
61,自行車竊盜,1070610,1554,臺中市大里區中興路1段382巷,107,2018-06-10,15,自行車竊盜,1,大里區
62,自行車竊盜,1070612,400,臺中市南區復興路3段348巷,107,2018-06-12,4,自行車竊盜,1,南區
63,自行車竊盜,1070612,725,臺中市中區民權路,107,2018-06-12,7,自行車竊盜,1,中區
64,自行車竊盜,1070615,41,臺中市西區五權路,107,2018-06-15,0,自行車竊盜,1,西區
65,自行車竊盜,1070616,856,臺中市龍井區臺灣大道5段3巷,107,2018-06-16,8,自行車竊盜,1,龍井區
66,自行車竊盜,1070621,1548,臺中市西屯區福順路,107,2018-06-21,15,自行車竊盜,1,西屯區
67,自行車竊盜,1070621,1730,臺中市南屯區五權西路2段,107,2018-06-21,17,自行車竊盜,1,南屯區
68,自行車竊盜,1070626,1042,臺中市南屯區三厝里黎明東街,107,2018-06-26,10,自行車竊盜,1,南屯區
69,自行車竊盜,1070703,1156,臺中市神岡區中山路1496巷,107,2018-07-03,11,自行車竊盜,1,神岡區
70,自行車竊盜,1070703,1330,臺中市潭子區興華一路,107,2018-07-03,13,自行車竊盜,1,潭子區
71,自行車竊盜,1070706,1930,臺中市大肚區平和街,107,2018-07-06,19,自行車竊盜,1,大肚區
72,自行車竊盜,1070707,1230,臺中市北屯區環中路1段1032巷,107,2018-07-07,12,自行車竊盜,1,北屯區
73,自行車竊盜,1070708,1430,臺中市潭子區中山路3段,107,2018-07-08,14,自行車竊盜,1,潭子區
74,自行車竊盜,1070711,1409,臺中市南區福南街,107,2018-07-11,14,自行車竊盜,1,南區
75,自行車竊盜,1070711,2300,臺中市南區五權南路,107,2018-07-11,23,自行車竊盜,1,南區
76,自行車竊盜,1070713,715,臺中市東區自由路3段,107,2018-07-13,7,自行車竊盜,1,東區
77,自行車竊盜,1070714,700,臺中市大里區中湖路130巷,107,2018-07-14,7,自行車竊盜,1,大里區
78,自行車竊盜,1070715,1920,臺中市潭子區大通街93巷,107,2018-07-15,19,自行車竊盜,1,潭子區
79,自行車竊盜,1070715,2209,臺中市大里區甲園街,107,2018-07-15,22,自行車竊盜,1,大里區
80,自行車竊盜,1070718,100,臺中市南屯區黎明路1段985巷,107,2018-07-18,1,自行車竊盜,1,南屯區
81,自行車竊盜,1070720,2200,臺中市烏日區三和里高鐵東一路,107,2018-07-20,22,自行車竊盜,1,烏日區
82,自行車竊盜,1070724,1540,臺中市太平區中山路2段477巷,107,2018-07-24,15,自行車竊盜,1,太平區
83,自行車竊盜,1070726,1746,臺中市大里區德芳南路,107,2018-07-26,17,自行車竊盜,1,大里區
84,自行車竊盜,1070728,1050,臺中市大雅區樹德街86巷,107,2018-07-28,10,自行車竊盜,1,大雅區
85,自行車竊盜,1070730,2019,臺中市大里區成功路,107,2018-07-30,20,自行車竊盜,1,大里區
86,自行車竊盜,1070731,1427,臺中市太平區光興路,107,2018-07-31,14,自行車竊盜,1,太平區
87,自行車竊盜,1070803,1830,臺中市神岡區神圳路,107,2018-08-03,18,自行車竊盜,1,神岡區
88,自行車竊盜,1070805,156,臺中市南區忠明南路,107,2018-08-05,1,自行車竊盜,1,南區
89,自行車竊盜,1070812,1720,臺中市清水區光復街,107,2018-08-12,17,自行車竊盜,1,清水區
90,自行車竊盜,1070821,1700,臺中市清水區高美濕地美堤街,107,2018-08-21,17,自行車竊盜,1,清水區
91,自行車竊盜,1070822,32,臺中市西屯區長安路二段,107,2018-08-22,0,自行車竊盜,1,西屯區
92,自行車竊盜,1070823,1616,臺中市太平區廣三街,107,2018-08-23,16,自行車竊盜,1,太平區
93,自行車竊盜,1070902,1500,臺中市豐原區中正路,107,2018-09-02,15,自行車竊盜,1,豐原區
94,自行車竊盜,1070902,1630,臺中市北區學士路,107,2018-09-02,16,自行車竊盜,1,北區
95,自行車竊盜,1070904,202,臺中市南區高工路,107,2018-09-04,2,自行車竊盜,1,南區
96,自行車竊盜,1070908,1755,臺中市南區五權南路,107,2018-09-08,17,自行車竊盜,1,南區
97,自行車竊盜,1070909,317,臺中市烏日區溪南路1段680巷,107,2018-09-09,3,自行車竊盜,1,烏日區
98,自行車竊盜,1070911,1830,臺中市北屯區崇德路2段,107,2018-09-11,18,自行車竊盜,1,北屯區
99,自行車竊盜,1070912,1156,臺中市西區民權路,107,2018-09-12,11,自行車竊盜,1,西區
100,自行車竊盜,1070912,1340,臺中市清水區五權路,107,2018-09-12,13,自行車竊盜,1,清水區
101,自行車竊盜,1070913,2009,臺中市清水區和平街112巷,107,2018-09-13,20,自行車竊盜,1,清水區
102,自行車竊盜,1070917,735,臺中市中區光復路,107,2018-09-17,7,自行車竊盜,1,中區
103,自行車竊盜,1070922,1110,臺中市北區育德路,107,2018-09-22,11,自行車竊盜,1,北區
104,自行車竊盜,1070924,913,臺中市北區英士路,107,2018-09-24,9,自行車竊盜,1,北區
105,自行車竊盜,1070927,1700,臺中市大里區成功路,107,2018-09-27,17,自行車竊盜,1,大里區
106,自行車竊盜,1070929,300,臺中市霧峰區振德街29巷,107,2018-09-29,3,自行車竊盜,1,霧峰區
107,自行車竊盜,1070930,1610,臺中市豐原區北陽路40巷,107,2018-09-30,16,自行車竊盜,1,豐原區
108,自行車竊盜,1071006,1733,臺中市南屯區博愛街80巷,107,2018-10-06,17,自行車竊盜,1,南屯區
109,自行車竊盜,1071014,1730,臺中市北屯區大連路1段,107,2018-10-14,17,自行車竊盜,1,北屯區
110,自行車竊盜,1071015,2108,臺中市霧峰區四德路,107,2018-10-15,21,自行車竊盜,1,霧峰區
111,自行車竊盜,1071019,800,臺中市南區正義街,107,2018-10-19,8,自行車竊盜,1,南區
112,自行車竊盜,1071020,1043,臺中市北區五權路,107,2018-10-20,10,自行車竊盜,1,北區
113,自行車竊盜,1071022,1450,臺中市北區北平路1段,107,2018-10-22,14,自行車竊盜,1,北區
114,自行車竊盜,1071030,800,臺中市南屯區田心里惠文南街,107,2018-10-30,8,自行車竊盜,1,南屯區
115,自行車竊盜,1071101,1630,臺中市豐原區市政路,107,2018-11-01,16,自行車竊盜,1,豐原區
116,自行車竊盜,1071104,1500,臺中市大里區瑞城里瑞和街27巷,107,2018-11-04,15,自行車竊盜,1,大里區
117,自行車竊盜,1071105,1800,臺中市大雅區六寶里中清路4段903巷,107,2018-11-05,18,自行車竊盜,1,大雅區
118,自行車竊盜,1071113,1305,臺中市龍井區龍新路,107,2018-11-13,13,自行車竊盜,1,龍井區
119,自行車竊盜,1071114,2230,臺中市大甲區中山路1段,107,2018-11-14,22,自行車竊盜,1,大甲區
120,自行車竊盜,1071115,1800,臺中市清水區中山路,107,2018-11-15,18,自行車竊盜,1,清水區
121,自行車竊盜,1071115,2100,臺中市西區梅川東路1段,107,2018-11-15,21,自行車竊盜,1,西區
122,自行車竊盜,1071124,2144,臺中市西區大忠南街,107,2018-11-24,21,自行車竊盜,1,西區
123,自行車竊盜,1071125,1502,臺中市中區臺灣大道1段與繼光街口,107,2018-11-25,15,自行車竊盜,1,中區
124,自行車竊盜,1071130,1834,臺中市南屯區三厝里黎明路2段,107,2018-11-30,18,自行車竊盜,1,南屯區
125,自行車竊盜,1071204,1730,臺中市神岡區大圳路,107,2018-12-04,17,自行車竊盜,1,神岡區
126,自行車竊盜,1071206,2040,臺中市北屯區中清路2段與水湳路口,107,2018-12-06,20,自行車竊盜,1,北屯區
127,自行車竊盜,1071208,2000,臺中市北區忠太東路,107,2018-12-08,20,自行車竊盜,1,北區
128,自行車竊盜,1071208,2020,臺中市神岡區豐洲路,107,2018-12-08,20,自行車竊盜,1,神岡區
129,自行車竊盜,1071210,1700,臺中市大甲區日南火車站,107,2018-12-10,17,自行車竊盜,1,大甲區
