date,hour,location,district,crime_category,is_valid
2017-05-28,23,臺中市霧峰區錦州路,霧峰區,機車竊盜,1
2017-05-29,17,臺中市太平區德明路,太平區,機車竊盜,1
2017-05-29,22,臺中市東區南京路,東區,機車竊盜,1
2017-05-30,2,臺中市沙鹿區晉武路35巷,沙鹿區,機車竊盜,1
2017-05-30,18,臺中市中區民權路,中區,機車竊盜,1
2017-05-30,19,臺中市東區建國路240巷,東區,機車竊盜,1
2017-05-31,13,臺中市南屯區大進街,南屯區,機車竊盜,1
2017-06-01,7,臺中市清水區客庄路,清水區,機車竊盜,1
2017-06-03,6,臺中市清水區民權一街,清水區,機車竊盜,1
2017-06-05,10,臺中市北屯區松竹北路,北屯區,機車竊盜,1
2017-06-05,22,臺中市西屯區逢甲路,西屯區,機車竊盜,1
2017-06-06,14,臺中市大甲區金華路,大甲區,機車竊盜,1
2017-06-09,3,臺中市北區一中街與精武路口,北區,機車竊盜,1
2017-06-09,8,臺中市太平區東平路375巷,太平區,機車竊盜,1
2017-06-09,8,臺中市清水區中央路,清水區,機車竊盜,1
2017-06-09,16,臺中市西屯區玉門路370巷,西屯區,機車竊盜,1
2017-06-10,5,臺中市北屯區旅順路2段,北屯區,機車竊盜,1
2017-06-10,16,臺中市北區育才北街路,北區,機車竊盜,1
2017-06-10,22,臺中市南屯區大墩路與大墩七街,南屯區,機車竊盜,1
2017-06-11,5,臺中市中區成功路與光復路口,中區,機車竊盜,1
2017-06-11,13,臺中市西屯區中清路,西屯區,機車竊盜,1
2017-06-12,20,臺中市西屯區僑大路僑大二街口,西屯區,機車竊盜,1
2017-06-13,3,臺中市豐原區三民路150巷,豐原區,機車竊盜,1
2017-06-13,4,臺中市北區西屯路1段,北區,機車竊盜,1
2017-06-13,22,臺中市烏日區中山路1段,烏日區,機車竊盜,1
2017-06-14,2,臺中市潭子區崇德路四段,潭子區,機車竊盜,1
2017-06-14,4,臺中市中區民族路,中區,機車竊盜,1
2017-06-14,20,臺中市南屯區文心路1段,南屯區,機車竊盜,1
2017-06-15,2,臺中市大雅區雅環路2段135巷,大雅區,機車竊盜,1
2017-06-15,19,臺中市西屯區文心路三段,西屯區,機車竊盜,1
2017-06-18,20,臺中市北區成功路,北區,機車竊盜,1
2017-06-19,9,臺中市北區太平路46巷,北區,機車竊盜,1
2017-06-20,16,臺中市大雅區神林南路43巷,大雅區,機車竊盜,1
2017-06-21,8,臺中市東區雙十路2段南京路口,東區,機車竊盜,1
2017-06-21,13,臺中市東勢區北興里正二街,東勢區,機車竊盜,1
2017-06-22,8,臺中市清水區鰲新路,清水區,機車竊盜,1
2017-06-24,8,臺中市北屯區大連路3段,北屯區,機車竊盜,1
2017-06-24,23,臺中市沙鹿區福成路,沙鹿區,機車竊盜,1
2017-06-26,12,臺中市中區公園路,中區,機車竊盜,1
2017-06-27,10,臺中市北區進化路,北區,機車竊盜,1
2017-06-27,14,臺中市北區雙十路與精武路口,北區,機車竊盜,1
2017-06-28,15,臺中市西屯區文華街附近,西屯區,機車竊盜,1
2017-06-29,5,臺中市大里區德芳一街128巷,大里區,機車竊盜,1
2017-07-01,4,臺中市東區富榮街,東區,機車竊盜,1
2017-07-01,6,臺中市東區精武路181巷,東區,機車竊盜,1
2017-07-01,19,臺中市豐原區瑞興街,豐原區,機車竊盜,1
2017-07-02,6,臺中市太平區中山路2段350巷,太平區,機車竊盜,1
2017-07-03,6,臺中市潭子區潭子街3段31巷,潭子區,機車竊盜,1
2017-07-03,12,臺中市中區興中街,中區,機車竊盜,1
2017-07-04,1,臺中市神岡區神清路169巷,神岡區,機車竊盜,1
2017-07-05,11,臺中市西屯區玉門路,西屯區,機車竊盜,1
2017-07-06,15,臺中市北區錦南街,北區,機車竊盜,1
2017-07-06,20,臺中市中區中華路2段24巷,中區,機車竊盜,1
2017-07-07,7,臺中市北屯區漢口路5段,北屯區,機車竊盜,1
2017-07-07,10,臺中市神岡區神清路,神岡區,機車竊盜,1
2017-07-07,12,臺中市西屯區中山路,西屯區,機車竊盜,1
2017-07-07,15,臺中市中區興中街,中區,機車竊盜,1
2017-07-08,4,臺中市南屯區文心南路與五權西路口,南屯區,機車竊盜,1
2017-07-08,22,臺中市霧峰區四德路,霧峰區,機車竊盜,1
2017-07-09,7,臺中市東區富台街,東區,機車竊盜,1
2017-07-09,13,臺中市南區合作街與愛國街口,南區,機車竊盜,1
2017-07-10,15,臺中市西區民權路,西區,機車竊盜,1
2017-07-11,1,臺中市后里區內埔市場內,后里區,機車竊盜,1
2017-07-11,3,臺中市豐原區水源路,豐原區,機車竊盜,1
2017-07-11,3,臺中市清水區鎮政二街,清水區,機車竊盜,1
2017-07-11,8,臺中市西屯區台灣大道四段,西屯區,機車竊盜,1
2017-07-11,15,臺中市豐原區水源路,豐原區,機車竊盜,1
2017-07-11,18,臺中市西區永安街,西區,機車竊盜,1
2017-07-14,7,臺中市潭子區福潭路,潭子區,機車竊盜,1
2017-07-15,12,臺中市西屯區西屯路3段與福裕路口,西屯區,機車竊盜,1
2017-07-16,2,臺中市大里區三興,大里區,機車竊盜,1
2017-07-16,13,臺中市大里區大里路,大里區,機車竊盜,1
2017-07-17,6,臺中市中區第一廣場,中區,機車竊盜,1
2017-07-17,10,臺中市東區東光園路,東區,機車竊盜,1
2017-07-17,17,臺中市霧峰區四德北路,霧峰區,機車竊盜,1
2017-07-18,15,臺中市沙鹿區臺灣大道7段,沙鹿區,機車竊盜,1
2017-07-18,18,臺中市西區公益路,西區,機車竊盜,1
2017-07-19,1,臺中市大肚區沙田路1段,大肚區,機車竊盜,1
2017-07-20,17,臺中市北區一中街,北區,機車竊盜,1
2017-07-20,23,臺中市潭子區中興北路,潭子區,機車竊盜,1
2017-07-21,13,臺中市大雅區科雅東路,大雅區,機車竊盜,1
2017-07-21,14,臺中市西區華美街480巷,西區,機車竊盜,1
2017-07-21,17,臺中市東區進德路,東區,機車竊盜,1
2017-07-21,19,臺中市大里區大里路,大里區,機車竊盜,1
2017-07-21,23,臺中市霧峰區四德路191巷,霧峰區,機車竊盜,1
2017-07-22,8,臺中市北區中清路1段,北區,機車竊盜,1
2017-07-22,23,臺中市北區育德路,北區,機車竊盜,1
2017-07-24,10,臺中市西屯區台灣大道四段,西屯區,機車竊盜,1
2017-07-25,1,臺中市大甲區甲后路5段,大甲區,機車竊盜,1
2017-07-26,8,臺中市潭子區興華一路與中山路2段391巷,潭子區,機車竊盜,1
2017-07-27,0,臺中市西屯區中清西二街,西屯區,機車竊盜,1
2017-07-27,7,臺中市豐原區中山路,豐原區,機車竊盜,1
2017-07-27,15,臺中市西屯區國祥街,西屯區,機車竊盜,1
2017-07-29,17,臺中市中區光復路,中區,機車竊盜,1
2017-08-01,10,臺中市南屯區永春南路,南屯區,機車竊盜,1
2017-08-01,20,臺中市南屯區三厝里黎明路2段,南屯區,機車竊盜,1
2017-08-02,5,臺中市新社區中正里中和街5段,新社區,機車竊盜,1
2017-08-02,17,臺中市中區自由路二段,中區,機車竊盜,1
2017-08-03,5,臺中市太平區建興北路,太平區,機車竊盜,1
2017-08-04,4,臺中市豐原區復興路,豐原區,機車竊盜,1
2017-08-04,15,臺中市龍井區新興路,龍井區,機車竊盜,1
2017-08-05,10,臺中市清水區高美路299巷,清水區,機車竊盜,1
2017-08-05,15,臺中市豐原區永康路,豐原區,機車竊盜,1
2017-08-06,9,臺中市龍井區向上路5段與遊園南路口,龍井區,機車竊盜,1
2017-08-07,3,臺中市潭子區福潭路942巷,潭子區,機車竊盜,1
2017-08-07,20,臺中市北屯區大連路3段,北屯區,機車竊盜,1
2017-08-07,21,臺中市霧峰區四德北路85巷,霧峰區,機車竊盜,1
2017-08-07,21,臺中市太平區大興十一街,太平區,機車竊盜,1
2017-08-08,9,臺中市南區美村南路107巷,南區,機車竊盜,1
2017-08-09,3,臺中市北區一中街與育才北路,北區,機車竊盜,1
2017-08-11,3,臺中市沙鹿區四平街38巷,沙鹿區,機車竊盜,1
2017-08-11,11,臺中市西區公益路,西區,機車竊盜,1
2017-08-11,14,臺中市北區進化北路,北區,機車竊盜,1
2017-08-13,17,臺中市西區康樂街,西區,機車竊盜,1
2017-08-14,2,臺中市太平區振福路499巷,太平區,機車竊盜,1
2017-08-14,3,臺中市太平區富宜路,太平區,機車竊盜,1
2017-08-14,5,臺中市太平區新興路35巷,太平區,機車竊盜,1
2017-08-14,18,臺中市北屯區北屯路,北屯區,機車竊盜,1
2017-08-18,6,臺中市西屯區臺灣大道四段與玉門路口,西屯區,機車竊盜,1
2017-08-18,20,臺中市南屯區文心南路,南屯區,機車竊盜,1
2017-08-19,16,臺中市北區美德街,北區,機車竊盜,1
2017-08-20,17,臺中市北屯區瀋陽北路13巷,北屯區,機車竊盜,1
2017-08-20,17,臺中市北屯區松竹路2段7巷,北屯區,機車竊盜,1
2017-08-21,6,臺中市北區錦南街,北區,機車竊盜,1
2017-08-21,22,臺中市西屯區臺灣大道四段與玉門路路口人行道,西屯區,機車竊盜,1
2017-08-22,5,臺中市西區三民西路,西區,機車竊盜,1
2017-08-22,13,臺中市北屯區崇德路2段,北屯區,機車竊盜,1
2017-08-22,16,臺中市太平區中山路3段1巷,太平區,機車竊盜,1
2017-08-23,1,臺中市太平區宜昌路,太平區,機車竊盜,1
2017-08-23,20,臺中市西區三民西路,西區,機車竊盜,1
2017-08-25,19,臺中市太平區宜欣三街,太平區,機車竊盜,1
2017-08-27,3,臺中市西區大全街,西區,機車竊盜,1
2017-08-27,17,臺中市東區旱溪三街與旱溪西路口,東區,機車竊盜,1
2017-08-28,10,臺中市南屯區黎明路2段,南屯區,機車竊盜,1
2017-08-28,21,臺中市北區健行路,北區,機車竊盜,1
2017-08-29,3,臺中市大甲區信義路,大甲區,機車竊盜,1
2017-08-29,4,臺中市太平區大源路,太平區,機車竊盜,1
2017-08-29,15,臺中市東區十甲巷,東區,機車竊盜,1
2017-08-29,16,臺中市西屯區河南路2段,西屯區,機車竊盜,1
2017-08-30,21,臺中市西屯區西安路,西屯區,機車竊盜,1
2017-08-31,23,臺中市豐原區車站人行道,豐原區,機車竊盜,1
2017-09-03,19,臺中市太平區新平路3段88巷,太平區,機車竊盜,1
2017-09-03,21,臺中市太平區育仁路110巷,太平區,機車竊盜,1
2017-09-04,0,臺中市東區精武東路,東區,機車竊盜,1
2017-09-04,4,臺中市太平區樹孝路336巷,太平區,機車竊盜,1
2017-09-04,18,臺中市大里區立元路,大里區,機車竊盜,1
2017-09-05,23,臺中市沙鹿區中正街,沙鹿區,機車竊盜,1
2017-09-06,11,臺中市東區復興路4段,東區,機車竊盜,1
2017-09-07,0,臺中市大里區塗城路,大里區,機車竊盜,1
2017-09-07,13,臺中市沙鹿區北勢東路與正英路,沙鹿區,機車竊盜,1
2017-09-10,9,臺中市霧峰區大同路,霧峰區,機車竊盜,1
2017-09-10,15,臺中市烏日區五光路復光五巷,烏日區,機車竊盜,1
2017-09-11,5,臺中市北屯區東山路1段210巷,北屯區,機車竊盜,1
2017-09-11,12,臺中市西屯區臺灣大道四段,西屯區,機車竊盜,1
2017-09-11,18,臺中市中區成功路208巷,中區,機車竊盜,1
2017-09-11,23,臺中市烏日區三民街,烏日區,機車竊盜,1
2017-09-12,5,臺中市霧峰區錦州路318巷,霧峰區,機車竊盜,1
2017-09-12,12,臺中市中區中山路平等路,中區,機車竊盜,1
2017-09-13,22,臺中市西屯區河南路2段,西屯區,機車竊盜,1
2017-09-14,6,臺中市中區光復路澄清醫院,中區,機車竊盜,1
2017-09-14,22,臺中市東區復興路四段與南京路口,東區,機車竊盜,1
2017-09-16,1,臺中市大里區東明路,大里區,機車竊盜,1
2017-09-16,11,臺中市西區博館路、明禮街,西區,機車竊盜,1
2017-09-18,6,臺中市北區三民路三段,北區,機車竊盜,1
2017-09-18,9,臺中市大里區新生西路,大里區,機車竊盜,1
2017-09-18,10,臺中市太平區東方二街3巷,太平區,機車竊盜,1
2017-09-20,7,臺中市太平區中山路三段,太平區,機車竊盜,1
2017-09-20,10,臺中市霧峰區中投西路2段,霧峰區,機車竊盜,1
2017-09-22,1,臺中市東區大振街123巷,東區,機車竊盜,1
2017-09-22,3,臺中市東區建成路,東區,機車竊盜,1
2017-09-22,14,臺中市北區梅亭街,北區,機車竊盜,1
2017-09-23,7,臺中市北區五權路與錦新街,北區,機車竊盜,1
2017-09-25,11,臺中市東區新民街,東區,機車竊盜,1
2017-09-26,1,臺中市大里區大里街,大里區,機車竊盜,1
2017-09-28,2,臺中市霧峰區柳豐一街,霧峰區,機車竊盜,1
2017-09-28,22,臺中市西屯區市政路,西屯區,機車竊盜,1
2017-09-29,20,臺中市北區篤行路,北區,機車竊盜,1
2017-09-29,20,臺中市北區篤行路,北區,機車竊盜,1
2017-09-30,13,臺中市太平區新平路3段258巷,太平區,機車竊盜,1
2017-09-30,18,臺中市太平區永平路3段,太平區,機車竊盜,1
2017-09-30,18,臺中市太平區育賢路,太平區,機車竊盜,1
2017-10-01,9,臺中市北區柳川西路4段,北區,機車竊盜,1
2017-10-01,14,臺中市潭子區大成街1巷,潭子區,機車竊盜,1
2017-10-02,2,臺中市沙鹿區中山路中峰巷,沙鹿區,機車竊盜,1
2017-10-02,3,臺中市西區台灣大道2段,西區,機車竊盜,1
2017-10-02,3,臺中市神岡區岸興街,神岡區,機車竊盜,1
2017-10-02,14,臺中市北區一中街,北區,機車竊盜,1
2017-10-03,15,臺中市烏日區成功東西路與成功東路口,烏日區,機車竊盜,1
2017-10-03,18,臺中市西區五權、民權路,西區,機車竊盜,1
2017-10-05,23,臺中市西屯區西安街205巷,西屯區,機車竊盜,1
2017-10-06,15,臺中市太平區中山路2段165巷,太平區,機車竊盜,1
2017-10-06,18,臺中市沙鹿區星河路,沙鹿區,機車竊盜,1
2017-10-07,11,臺中市沙鹿區福德路2103巷,沙鹿區,機車竊盜,1
2017-10-07,12,臺中市梧棲區四維中路157巷,梧棲區,機車竊盜,1
2017-10-07,21,臺中市大里區大明路,大里區,機車竊盜,1
2017-10-08,9,臺中市東區樂業南路與樂業二路,東區,機車竊盜,1
2017-10-08,19,臺中市南區工學一街197巷,南區,機車竊盜,1
2017-10-09,2,臺中市大里區大明路,大里區,機車竊盜,1
2017-10-09,7,臺中市北區育強街78巷,北區,機車竊盜,1
2017-10-10,0,臺中市大里區永隆路永隆八街口,大里區,機車竊盜,1
2017-10-10,8,臺中市太平區永成北路66巷,太平區,機車竊盜,1
2017-10-10,8,臺中市西屯區中清路二段189巷與長安路二段口,西屯區,機車竊盜,1
2017-10-10,8,臺中市西屯區中清西二街189巷與長安路二段口,西屯區,機車竊盜,1
2017-10-10,21,臺中市龍井區龍新路,龍井區,機車竊盜,1
2017-10-10,23,臺中市中區成功路,中區,機車竊盜,1
2017-10-11,4,臺中市西區自由路1段,西區,機車竊盜,1
2017-10-11,22,臺中市大雅區中山路268巷,大雅區,機車竊盜,1
2017-10-13,12,臺中市豐原區成功路,豐原區,機車竊盜,1
2017-10-14,1,臺中市中區中山路,中區,機車竊盜,1
2017-10-14,15,臺中市西區臺灣大道1段,西區,機車竊盜,1
2017-10-14,15,臺中市西區自由路1段,西區,機車竊盜,1
2017-10-14,20,臺中市南區復興路3段,南區,機車竊盜,1
2017-10-15,9,臺中市北區中華路2段,北區,機車竊盜,1
2017-10-15,16,臺中市東勢區忠孝街,東勢區,機車竊盜,1
2017-10-15,23,臺中市南區忠孝路,南區,機車竊盜,1
2017-10-16,5,臺中市中區臺灣大道1段,中區,機車竊盜,1
2017-10-16,8,臺中市北區中清路1段,北區,機車竊盜,1
2017-10-16,11,臺中市大里區上田街36巷,大里區,機車竊盜,1
2017-10-16,19,臺中市沙鹿區興安路,沙鹿區,機車竊盜,1
2017-10-18,11,臺中市西區府後街,西區,機車竊盜,1
2017-10-18,12,臺中市西區五權路與民權路,西區,機車竊盜,1
2017-10-18,21,臺中市東區復興路4段,東區,機車竊盜,1
2017-10-19,13,臺中市豐原區大昌街與榮春街口,豐原區,機車竊盜,1
2017-10-19,14,臺中市西區五權路與民權路,西區,機車竊盜,1
2017-10-19,23,臺中市北區崇德路1段,北區,機車竊盜,1
2017-10-21,17,臺中市清水區中正街73巷,清水區,機車竊盜,1
2017-10-21,20,臺中市潭子區潭興路2段,潭子區,機車竊盜,1
2017-10-22,1,臺中市北屯區中清路2段,北屯區,機車竊盜,1
2017-10-22,20,臺中市豐原區火車站停車場,豐原區,機車竊盜,1
2017-10-23,2,臺中市龍井區沙田路6段,龍井區,機車竊盜,1
2017-10-23,15,臺中市大甲區經國路,大甲區,機車竊盜,1
2017-10-23,23,臺中市西區林森路,西區,機車竊盜,1
2017-10-24,12,臺中市沙鹿區成功西街,沙鹿區,機車竊盜,1
2017-10-26,2,臺中市南屯區惠文路,南屯區,機車竊盜,1
2017-10-26,3,臺中市北屯區中清路2段,北屯區,機車竊盜,1
2017-10-26,12,臺中市清水區中山路,清水區,機車竊盜,1
2017-10-26,13,臺中市北區錦新街,北區,機車竊盜,1
2017-10-29,13,臺中市西屯區中清西二街,西屯區,機車竊盜,1
2017-10-31,12,臺中市豐原區新生北路,豐原區,機車竊盜,1
2017-10-31,14,臺中市沙鹿區興安路80巷號,沙鹿區,機車竊盜,1
2017-10-31,19,臺中市北區忠明路,北區,機車竊盜,1
2017-11-01,10,臺中市西屯區臺灣大道3段,西屯區,機車竊盜,1
2017-11-01,15,臺中市西屯區臺灣大道二段777巷,西屯區,機車竊盜,1
2017-11-01,19,臺中市北屯區平德路18巷,北屯區,機車竊盜,1
2017-11-01,22,臺中市北屯區雷中街61巷,北屯區,機車竊盜,1
2017-11-04,21,臺中市豐原區新生北路,豐原區,機車竊盜,1
2017-11-04,21,臺中市潭子區中山路三段祥和路口,潭子區,機車竊盜,1
2017-11-07,16,臺中市西區綠川西街,西區,機車竊盜,1
2017-11-07,23,臺中市中區綠川東路,中區,機車竊盜,1
2017-11-07,23,臺中市西屯區中清路二段1250巷,西屯區,機車竊盜,1
2017-11-09,3,臺中市大甲區順天路,大甲區,機車竊盜,1
2017-11-09,8,臺中市西屯區大洲街大隆路口,西屯區,機車竊盜,1
2017-11-09,17,臺中市豐原區市前街75巷,豐原區,機車竊盜,1
2017-11-10,12,臺中市西屯區中清路二段,西屯區,機車竊盜,1
2017-11-12,19,臺中市大甲區蔣公路,大甲區,機車竊盜,1
2017-11-13,21,臺中市中區成功路,中區,機車竊盜,1
2017-11-14,12,臺中市西屯區西屯路1段,西屯區,機車竊盜,1
2017-11-14,13,臺中市北區一中街,北區,機車竊盜,1
2017-11-15,10,臺中市龍井區中央路2段,龍井區,機車竊盜,1
2017-11-15,11,臺中市豐原區明仁街,豐原區,機車竊盜,1
2017-11-15,14,臺中市北區一中街46巷,北區,機車竊盜,1
2017-11-15,15,臺中市北區育才北街6巷,北區,機車竊盜,1
2017-11-16,3,臺中市后里區馬場路與后科路口,后里區,機車竊盜,1
2017-11-16,13,臺中市南區國光路,南區,機車竊盜,1
2017-11-16,15,臺中市西區博館三街,西區,機車竊盜,1
2017-11-17,1,臺中市北區青島一街,北區,機車竊盜,1
2017-11-17,3,臺中市外埔區中山路,外埔區,機車竊盜,1
2017-11-17,18,臺中市西屯區中清路與環中路口,西屯區,機車竊盜,1
2017-11-18,10,臺中市北屯區文心路4段,北屯區,機車竊盜,1
2017-11-18,12,臺中市東區復興路4段,東區,機車竊盜,1
2017-11-20,6,臺中市梧棲區文華街28巷,梧棲區,機車竊盜,1
2017-11-20,15,臺中市大甲區甲后路5段335巷,大甲區,機車竊盜,1
2017-11-20,22,臺中市潭子區雅潭路二段132巷,潭子區,機車竊盜,1
2017-11-20,22,臺中市潭子區潭富路2段,潭子區,機車竊盜,1
2017-11-21,10,臺中市北屯區四平路,北屯區,機車竊盜,1
2017-11-21,16,臺中市太平區新福路,太平區,機車竊盜,1
2017-11-21,20,臺中市西屯區福瑞街66巷,西屯區,機車竊盜,1
2017-11-22,2,臺中市北區英士路,北區,機車竊盜,1
2017-11-22,6,臺中市烏日區中山路1段,烏日區,機車竊盜,1
2017-11-26,6,臺中市北區梅亭街,北區,機車竊盜,1
2017-11-26,15,臺中市北區梅亭東街,北區,機車竊盜,1
2017-11-29,18,臺中市清水區信義三街,清水區,機車竊盜,1
2017-12-01,17,臺中市太平區樹孝路321巷,太平區,機車竊盜,1
2017-12-02,11,臺中市北區太平路,北區,機車竊盜,1
2017-12-03,11,臺中市豐原區安康路,豐原區,機車竊盜,1
2017-12-03,23,臺中市大里區東榮路1段,大里區,機車竊盜,1
2017-12-05,4,臺中市東區大公街17巷,東區,機車竊盜,1
2017-12-05,14,臺中市北屯區東山路1段,北屯區,機車竊盜,1
2017-12-07,10,臺中市烏日區環河路3段,烏日區,機車竊盜,1
2017-12-10,20,臺中市大肚區南榮路,大肚區,機車竊盜,1
2017-12-11,15,臺中市西屯區台灣大道3段,西屯區,機車竊盜,1
2017-12-15,6,臺中市西屯區福雅路,西屯區,機車竊盜,1
2017-12-16,1,臺中市清水區中正街,清水區,機車竊盜,1
2017-12-17,6,臺中市大里區中興路1段,大里區,機車竊盜,1
2017-12-19,8,臺中市太平區中山路3段,太平區,機車竊盜,1
2017-12-20,13,臺中市北區梅亭街,北區,機車竊盜,1
2017-12-22,20,臺中市沙鹿區臺灣大道7段,沙鹿區,機車竊盜,1
2017-12-25,15,臺中市西屯區臺灣大道四段,西屯區,機車竊盜,1
2017-12-26,20,臺中市太平區中山路4段212巷,太平區,機車竊盜,1
2017-12-27,19,臺中市北區崇德路1段503巷,北區,機車竊盜,1
2017-12-28,22,臺中市清水區客庄路,清水區,機車竊盜,1
2017-12-29,4,臺中市沙鹿區北勢東路,沙鹿區,機車竊盜,1
2017-12-29,22,臺中市大里區立仁路42之5巷,大里區,機車竊盜,1
2018-01-05,23,臺中市東區進德一街與南京二街口,東區,機車竊盜,1
2018-01-07,14,臺中市西屯區西屯路三段159之11巷,西屯區,機車竊盜,1
2018-01-09,17,臺中市沙鹿區沙田路,沙鹿區,機車竊盜,1
2018-01-11,16,臺中市太平區大源路,太平區,機車竊盜,1
2018-01-12,8,臺中市南區公理街,南區,機車竊盜,1
2018-01-15,12,臺中市大肚區榮華街179巷,大肚區,機車竊盜,1
2018-01-16,3,臺中市沙鹿區鎮南路2段,沙鹿區,機車竊盜,1
2018-01-17,12,臺中市大里區工業路23巷,大里區,機車竊盜,1
2018-01-17,12,臺中市西屯區臺灣大道4段,西屯區,機車竊盜,1
2018-01-18,11,臺中市霧峰區中正路,霧峰區,機車竊盜,1
2018-01-18,17,臺中市東區進化路,東區,機車竊盜,1
2018-01-19,7,臺中市中區雙十路1段,中區,機車竊盜,1
2018-01-19,9,臺中市北區三民路3段,北區,機車竊盜,1
2018-01-22,7,臺中市豐原區南陽路南陽新村,豐原區,機車竊盜,1
2018-01-22,19,臺中市清水區中華路,清水區,機車竊盜,1
2018-01-22,19,臺中市西屯區西屯路二段,西屯區,機車竊盜,1
2018-01-22,22,臺中市北屯區東山路與環中路口,北屯區,機車竊盜,1
2018-01-23,23,臺中市太平區新興二街126巷,太平區,機車竊盜,1
2018-01-24,19,臺中市北區漢口路4段,北區,機車竊盜,1
2018-01-30,0,臺中市西區向上路1段258巷,西區,機車竊盜,1
2018-02-01,12,臺中市大里區永隆路,大里區,機車竊盜,1
2018-02-01,12,臺中市南屯區惠中里文心路1段,南屯區,機車竊盜,1
2018-02-02,5,臺中市梧棲區四維中路169巷,梧棲區,機車竊盜,1
2018-02-03,3,臺中市豐原區鎌村路,豐原區,機車竊盜,1
2018-02-03,14,臺中市烏日區成功西路,烏日區,機車竊盜,1
2018-02-04,22,臺中市豐原區一心路,豐原區,機車竊盜,1
2018-02-08,9,臺中市太平區長億南二街26巷,太平區,機車竊盜,1
2018-02-10,11,臺中市大里區中興路一段泉水巷,大里區,機車竊盜,1
2018-02-13,13,臺中市北區興進路,北區,機車竊盜,1
2018-02-15,1,臺中市沙鹿區保成路,沙鹿區,機車竊盜,1
2018-02-16,16,臺中市后里區墩南里三豐路3段,后里區,機車竊盜,1
2018-02-18,2,臺中市豐原區田心路2段99巷,豐原區,機車竊盜,1
2018-02-18,23,臺中市西屯區工業區一路,西屯區,機車竊盜,1
2018-02-20,10,臺中市中區臺灣大道1段,中區,機車竊盜,1
2018-02-22,10,臺中市后里區南村路303巷,后里區,機車竊盜,1
2018-02-24,8,臺中市豐原區田心路2段267巷,豐原區,機車竊盜,1
2018-02-25,2,臺中市大里區健民里銀聯路,大里區,機車竊盜,1
2018-02-26,15,臺中市大甲區中山路一段與南陽路口,大甲區,機車竊盜,1
2018-02-27,11,臺中市大里區中興路2段,大里區,機車竊盜,1
2018-02-28,19,臺中市沙鹿區北中六街,沙鹿區,機車竊盜,1
2018-03-01,6,臺中市沙鹿區中山路502巷,沙鹿區,機車竊盜,1
2018-03-04,4,臺中市西屯區逢甲路,西屯區,機車竊盜,1
2018-03-04,23,臺中市中區綠川西街,中區,機車竊盜,1
2018-03-05,3,臺中市中區綠川東街,中區,機車竊盜,1
2018-03-06,21,臺中市太平區永平南路,太平區,機車竊盜,1
2018-03-08,6,臺中市北區五權路,北區,機車竊盜,1
2018-03-09,4,臺中市南屯區文心路1段,南屯區,機車竊盜,1
2018-03-11,7,臺中市中區民權路與柳川西街口,中區,機車竊盜,1
2018-03-12,1,臺中市南區合作街34巷,南區,機車竊盜,1
2018-03-13,16,臺中市西屯區福星路,西屯區,機車竊盜,1
2018-03-13,17,臺中市北區崇興路2段,北區,機車竊盜,1
2018-03-14,1,臺中市豐原區新生北路與信義街口,豐原區,機車竊盜,1
2018-03-15,12,臺中市南屯區春社里永春南路61巷,南屯區,機車竊盜,1
2018-03-16,7,臺中市中區建國路159巷,中區,機車竊盜,1
2018-03-16,14,臺中市南屯區春安里嶺東南路,南屯區,機車竊盜,1
2018-03-16,16,臺中市北區五義街,北區,機車竊盜,1
2018-03-16,16,臺中市潭子區福潭路,潭子區,機車竊盜,1
2018-03-21,10,臺中市西區自由路1段,西區,機車竊盜,1
2018-03-23,9,臺中市大雅區中清路三段,大雅區,機車竊盜,1
2018-03-23,9,臺中市大雅區大雅路,大雅區,機車竊盜,1
2018-03-23,10,臺中市大雅區雅環路二段,大雅區,機車竊盜,1
2018-03-23,21,臺中市西屯區中清西二街92巷,西屯區,機車竊盜,1
2018-03-25,20,臺中市中區中華路1段,中區,機車竊盜,1
2018-03-25,21,臺中市大里區東興路,大里區,機車竊盜,1
2018-03-27,19,臺中市北區健行路,北區,機車竊盜,1
2018-03-28,22,臺中市大里區德芳南街,大里區,機車竊盜,1
2018-03-29,19,臺中市龍井區中沙路,龍井區,機車竊盜,1
2018-03-30,19,臺中市北屯區文心路4段,北屯區,機車竊盜,1
2018-03-31,0,臺中市中區綠川西街,中區,機車竊盜,1
2018-04-01,19,臺中市大里區塗城路456巷,大里區,機車竊盜,1
2018-04-02,0,臺中市太平區中山路1段159巷,太平區,機車竊盜,1
2018-04-04,22,臺中市大里區文心南路1191巷,大里區,機車竊盜,1
2018-04-05,1,臺中市后里區后里火車站旁機車停放區,后里區,機車竊盜,1
2018-04-05,4,臺中市東區八德街與武德街口,東區,機車竊盜,1
2018-04-06,0,臺中市大雅區民生路三段,大雅區,機車竊盜,1
2018-04-06,14,臺中市東區復興路4段,東區,機車竊盜,1
2018-04-07,19,臺中市大肚區太平路8巷,大肚區,機車竊盜,1
2018-04-08,19,臺中市南區理街,南區,機車竊盜,1
2018-04-09,14,臺中市西屯區中清西二街,西屯區,機車竊盜,1
2018-04-11,18,臺中市北屯區柳陽東街,北屯區,機車竊盜,1
2018-04-12,17,臺中市豐原區鎌村路465巷口,豐原區,機車竊盜,1
2018-04-13,18,臺中市清水區神清路,清水區,機車竊盜,1
