date,hour,location,district,crime_category,is_valid
2017-02-05,6,臺中市南屯區三和里公益路2段,南屯區,汽車竊盜,1
2017-02-09,14,臺中市清水區中清路9段與港埠路三段,清水區,汽車竊盜,1
2017-02-10,22,臺中市大肚區沙田路1段,大肚區,汽車竊盜,1
2017-02-14,8,臺中市沙鹿區沙田路,沙鹿區,汽車竊盜,1
2017-02-14,11,臺中市北屯區中平路與敦化路,北屯區,汽車竊盜,1
2017-02-15,0,臺中市南區忠明南路與美村南路路口,南區,汽車竊盜,1
2017-02-15,18,臺中市沙鹿區竹林里中山路紅竹巷,沙鹿區,汽車竊盜,1
2017-02-21,16,臺中市清水區中社里忠誠路,清水區,汽車竊盜,1
2017-02-23,21,臺中市梧棲區四維西路與大仁路,梧棲區,汽車竊盜,1
2017-03-03,15,臺中市北屯區軍福九路與和祥五街附近工地空地,北屯區,汽車竊盜,1
2017-03-07,3,臺中市西屯區西平南巷,西屯區,汽車竊盜,1
2017-03-07,5,臺中市大里區大里里08鄰大里路451巷,大里區,汽車竊盜,1
2017-03-09,14,臺中市梧棲區台灣大道8段,梧棲區,汽車竊盜,1
2017-03-11,7,臺中市梧棲區自立路,梧棲區,汽車竊盜,1
2017-03-12,4,臺中市大肚區瑞井里遊園路1段115巷,大肚區,汽車竊盜,1
2017-03-15,6,臺中市大肚區遊園路1段150巷,大肚區,汽車竊盜,1
2017-03-17,7,臺中市神岡區神岡東街,神岡區,汽車竊盜,1
2017-03-17,14,臺中市北區篤行路116巷,北區,汽車竊盜,1
2017-03-21,20,臺中市南區德富路與大慶街一段130巷口,南區,汽車竊盜,1
2017-03-22,16,臺中市北屯區南興一路與東山路91巷口,北屯區,汽車竊盜,1
2017-03-22,21,臺中市北屯區松竹路1段350巷,北屯區,汽車竊盜,1
2017-03-23,0,臺中市南區南平路與高院路,南區,汽車竊盜,1
2017-03-23,4,臺中市豐原區豐原大道1段,豐原區,汽車竊盜,1
2017-03-24,7,臺中市豐原區水源路9巷,豐原區,汽車竊盜,1
2017-03-24,22,臺中市大甲區經國路,大甲區,汽車竊盜,1
2017-03-30,12,臺中市豐原區豐勢路二段,豐原區,汽車竊盜,1
2017-03-31,15,臺中市北屯區?子里太順路,北屯區,汽車竊盜,1
2017-04-04,22,臺中市北屯區四平路,北屯區,汽車竊盜,1
2017-04-10,16,臺中市烏日區五光路公園三街口,烏日區,汽車竊盜,1
2017-04-16,20,臺中市神岡區提南路大甲溪國道四號便橋上,神岡區,汽車竊盜,1
2017-04-20,5,臺中市北區立人里中清路1段,北區,汽車竊盜,1
2017-04-20,14,臺中市南區南和路11巷,南區,汽車竊盜,1
2017-04-21,4,臺中市豐原區朴子里豐勢路2段855巷,豐原區,汽車竊盜,1
2017-04-21,4,臺中市豐原區朴子里豐勢路2段855巷,豐原區,汽車竊盜,1
2017-04-22,17,臺中市大甲區信義與育英路口,大甲區,汽車竊盜,1
2017-04-23,7,臺中市大里區新仁里016鄰立仁路57巷,大里區,汽車竊盜,1
2017-04-24,8,臺中市南區建國北路與民興街,南區,汽車竊盜,1
2017-04-25,12,臺中市北屯區松竹路與山西路口,北屯區,汽車竊盜,1
2017-04-29,19,臺中市西屯區福林里27鄰西屯路3段,西屯區,汽車竊盜,1
2017-05-08,20,臺中市大肚區向上路5段,大肚區,汽車竊盜,1
2017-05-09,9,臺中市霧峰區四德路136巷,霧峰區,汽車竊盜,1
2017-05-10,22,臺中市南區和昌街與福南路口,南區,汽車竊盜,1
2017-05-15,14,臺中市太平區永成北路,太平區,汽車竊盜,1
2017-05-18,15,臺中市東區自由二街與富榮街,東區,汽車竊盜,1
2017-05-20,5,臺中市豐原區三環路,豐原區,汽車竊盜,1
2017-05-25,5,臺中市南區永南街,南區,汽車竊盜,1
2017-05-26,2,臺中市北屯區經貿東路,北屯區,汽車竊盜,1
2017-05-26,20,臺中市豐原區豐原大道4段,豐原區,汽車竊盜,1
2017-05-29,14,臺中市大雅區中和七路,大雅區,汽車竊盜,1
2017-05-30,11,臺中市北屯區忠平里14鄰陳平路65巷,北屯區,汽車竊盜,1
2017-05-31,6,臺中市南區五權南路368巷,南區,汽車竊盜,1
2017-05-31,19,臺中市東區精武路,東區,汽車竊盜,1
2017-06-02,22,臺中市北區中達里育德路,北區,汽車竊盜,1
2017-06-04,13,臺中市北屯區平興里10鄰柳陽東街,北屯區,汽車竊盜,1
2017-06-04,14,臺中市烏日區高鐵三路土地公廟旁,烏日區,汽車竊盜,1
2017-06-04,16,臺中市西屯區工業區一路,西屯區,汽車竊盜,1
2017-06-04,23,臺中市石岡區豐勢路,石岡區,汽車竊盜,1
2017-06-05,4,臺中市西屯區龍門一街,西屯區,汽車竊盜,1
2017-06-05,11,臺中市大里區國光橋旁產業道路,大里區,汽車竊盜,1
2017-06-06,2,臺中市大里區新興路99巷,大里區,汽車竊盜,1
2017-06-09,4,臺中市東區東英路,東區,汽車竊盜,1
2017-06-09,14,臺中市北屯區敦化路與敦化三街,北屯區,汽車竊盜,1
2017-06-09,20,臺中市霧峰區甲堤六街,霧峰區,汽車竊盜,1
2017-06-12,20,臺中市西屯區安林段,西屯區,汽車竊盜,1
2017-06-13,8,臺中市東區東英路,東區,汽車竊盜,1
2017-06-17,11,臺中市沙鹿區北勢東路,沙鹿區,汽車竊盜,1
2017-06-18,9,臺中市豐原區豐勢路1段,豐原區,汽車竊盜,1
2017-06-19,2,臺中市北屯區北屯路,北屯區,汽車竊盜,1
2017-06-19,9,臺中市豐原區富陽路235巷,豐原區,汽車竊盜,1
2017-06-21,23,臺中市梧棲區大智路2段與四維東路,梧棲區,汽車竊盜,1
2017-06-24,19,臺中市西屯區凱旋三街,西屯區,汽車竊盜,1
2017-06-26,8,臺中市大里區大智路鳥竹圍公園,大里區,汽車竊盜,1
2017-06-27,21,臺中市北區健行路,北區,汽車竊盜,1
2017-06-29,10,臺中市大雅區東大路2段,大雅區,汽車竊盜,1
2017-06-30,14,臺中市南區高工路,南區,汽車竊盜,1
2017-07-04,9,臺中市大肚區社腳里沙田路1段774巷,大肚區,汽車竊盜,1
2017-07-05,5,臺中市東區龍安街,東區,汽車竊盜,1
2017-07-07,3,臺中市大里區鳥竹圍公園,大里區,汽車竊盜,1
2017-07-11,3,臺中市沙鹿區正英路382巷,沙鹿區,汽車竊盜,1
2017-07-12,0,臺中市烏日區螺潭里光明路,烏日區,汽車竊盜,1
2017-07-12,4,臺中市北屯區松竹五路2段,北屯區,汽車竊盜,1
2017-07-12,23,臺中市東區旱溪東路1段,東區,汽車竊盜,1
2017-07-17,21,臺中市西區大業路、精美街,西區,汽車竊盜,1
2017-07-21,6,臺中市豐原區角潭路2段,豐原區,汽車竊盜,1
2017-07-21,16,臺中市龍井區東海街,龍井區,汽車竊盜,1
2017-07-21,16,臺中市清水區國姓里三美路,清水區,汽車竊盜,1
2017-07-23,1,臺中市大里區中興路2段747巷,大里區,汽車竊盜,1
2017-07-24,5,臺中市北區中清路與漢口路,北區,汽車竊盜,1
2017-07-26,5,臺中市大雅區平和南街239巷,大雅區,汽車竊盜,1
2017-07-27,7,臺中市北屯區安順東四街,北屯區,汽車竊盜,1
2017-07-28,1,臺中市南區文心南路與建國南路,南區,汽車竊盜,1
2017-07-31,6,臺中市西屯區臺灣大道四段1762巷內,西屯區,汽車竊盜,1
2017-08-08,22,臺中市中區大誠里25鄰福音停車場內,中區,汽車竊盜,1
2017-08-09,3,臺中市南屯區文山三街與保安七街,南屯區,汽車竊盜,1
2017-08-10,7,臺中市清水區三美路,清水區,汽車竊盜,1
2017-08-11,4,臺中市北屯區水景里東山路1段,北屯區,汽車竊盜,1
2017-08-11,11,臺中市南屯區保安一街與七星北街,南屯區,汽車竊盜,1
2017-08-14,9,臺中市西區公益路155巷,西區,汽車竊盜,1
2017-08-16,4,臺中市東區十甲東路,東區,汽車竊盜,1
2017-08-17,9,臺中市北屯區軍功路與松竹路口旁的開放式公有停車場內,北屯區,汽車竊盜,1
2017-08-20,13,臺中市龍井區龍崗里祥瑞路,龍井區,汽車竊盜,1
2017-08-22,22,臺中市豐原區成功路,豐原區,汽車竊盜,1
2017-08-23,7,臺中市大雅區民豐街204巷,大雅區,汽車竊盜,1
2017-08-24,22,臺中市石岡區萬安里豐勢路,石岡區,汽車竊盜,1
2017-08-25,1,臺中市東勢區新盛里東關路6段,東勢區,汽車竊盜,1
2017-08-27,6,臺中市后里區三線路,后里區,汽車竊盜,1
2017-08-28,0,臺中市太平區東方街,太平區,汽車竊盜,1
2017-08-28,5,臺中市潭子區潭富二街,潭子區,汽車竊盜,1
2017-08-29,11,臺中市北區漢口路4段,北區,汽車竊盜,1
2017-08-31,0,臺中市西屯區國際街83巷,西屯區,汽車竊盜,1
2017-08-31,0,臺中市西區篤行路,西區,汽車竊盜,1
2017-09-01,4,臺中市清水區南社里民和路2段,清水區,汽車竊盜,1
2017-09-02,20,臺中市潭子區福潭路88巷,潭子區,汽車竊盜,1
2017-09-05,9,臺中市大里區勝利二路,大里區,汽車竊盜,1
2017-09-06,2,臺中市沙鹿區北勢里北勢五街,沙鹿區,汽車竊盜,1
2017-09-12,2,臺中市清水區中山路與中興街,清水區,汽車竊盜,1
2017-09-13,3,臺中市潭子區雅潭路3段,潭子區,汽車竊盜,1
2017-09-13,9,臺中市大雅區永和路,大雅區,汽車竊盜,1
2017-09-13,20,臺中市北屯區敦化路2段,北屯區,汽車竊盜,1
2017-09-14,5,臺中市大里區仁化里仁愛路,大里區,汽車竊盜,1
2017-09-14,11,臺中市豐原區成功路131巷,豐原區,汽車竊盜,1
2017-09-15,21,臺中市神岡區三民路,神岡區,汽車竊盜,1
2017-09-19,8,臺中市神岡區大漢街,神岡區,汽車竊盜,1
2017-09-20,23,臺中市北區精武路,北區,汽車竊盜,1
2017-09-22,12,臺中市龍井區新興路27巷,龍井區,汽車竊盜,1
2017-09-25,9,臺中市西屯區永安里12鄰西屯路3段90-30巷,西屯區,汽車竊盜,1
2017-09-25,11,臺中市東區仁和一街,東區,汽車竊盜,1
2017-09-26,1,臺中市豐原區鐮村路,豐原區,汽車竊盜,1
2017-09-28,3,臺中市中區光復路,中區,汽車竊盜,1
2017-10-04,8,臺中市霧峰區乾溪西側防汛道路國道3號橋下往南,霧峰區,汽車竊盜,1
2017-10-10,3,臺中市大肚區王田里10鄰興和路,大肚區,汽車竊盜,1
2017-10-10,16,臺中市北區精武路,北區,汽車竊盜,1
2017-10-11,8,臺中市梧棲區大智路2段195巷,梧棲區,汽車竊盜,1
2017-10-11,20,臺中市大甲區中山路1段,大甲區,汽車竊盜,1
2017-10-12,14,臺中市潭子區環中東路1段,潭子區,汽車竊盜,1
2017-10-16,16,臺中市南屯區豐樂里永順路與永春東二路,南屯區,汽車竊盜,1
2017-10-18,4,臺中市沙鹿區東晉路與東英路,沙鹿區,汽車竊盜,1
2017-10-18,5,臺中市西區存中街,西區,汽車竊盜,1
2017-10-22,18,臺中市潭子區雅潭路2段,潭子區,汽車竊盜,1
2017-10-24,17,臺中市沙鹿區沙田路,沙鹿區,汽車竊盜,1
2017-10-28,8,臺中市東勢區北興里正五街,東勢區,汽車竊盜,1
2017-10-29,19,臺中市北屯區梅川西4段,北屯區,汽車竊盜,1
2017-10-30,8,臺中市后里區甲后路2段,后里區,汽車竊盜,1
2017-11-01,23,臺中市大雅區民生路四段樹德街口,大雅區,汽車竊盜,1
2017-11-03,19,臺中市南屯區春安里春安三路近春安路口,南屯區,汽車竊盜,1
2017-11-05,1,臺中市清水區南社里民權一街,清水區,汽車竊盜,1
2017-11-05,4,臺中市大雅區振興路,大雅區,汽車竊盜,1
2017-11-07,4,臺中市龍井區龍昌路,龍井區,汽車竊盜,1
2017-11-07,14,臺中市中區福音街,中區,汽車竊盜,1
2017-11-14,7,臺中市西屯區惠來里青海路2段,西屯區,汽車竊盜,1
2017-11-16,16,臺中市豐原區豐原大道8段旁,豐原區,汽車竊盜,1
2017-11-18,4,臺中市北屯區新興路,北屯區,汽車竊盜,1
2017-11-20,4,臺中市清水區大楊北街,清水區,汽車竊盜,1
2017-11-20,4,臺中市中區興民街,中區,汽車竊盜,1
2017-11-20,15,臺中市新社區福興里台21線,新社區,汽車竊盜,1
2017-11-21,5,臺中市豐原區中山路652巷,豐原區,汽車竊盜,1
2017-11-23,8,臺中市大雅區中清路四段860巷,大雅區,汽車竊盜,1
2017-11-24,7,臺中市大里區益民路1段112巷,大里區,汽車竊盜,1
2017-11-25,5,臺中市東區十甲東路406巷,東區,汽車竊盜,1
2017-11-28,9,臺中市新社區協成里協中街211巷,新社區,汽車竊盜,1
2017-12-01,18,臺中市沙鹿區中山路,沙鹿區,汽車竊盜,1
2017-12-04,6,臺中市烏日區民權街,烏日區,汽車竊盜,1
2017-12-04,9,臺中市沙鹿區洛泉里日新街61巷,沙鹿區,汽車竊盜,1
2017-12-05,21,臺中市大雅區中清路五段,大雅區,汽車竊盜,1
2017-12-09,5,臺中市大里區新仁路3段,大里區,汽車竊盜,1
2017-12-19,1,臺中市龍井區新庄里遊園南路136巷,龍井區,汽車竊盜,1
2017-12-20,13,臺中市北區東光路與天祥街,北區,汽車竊盜,1
2017-12-20,18,臺中市南區忠明南路與興大路口,南區,汽車竊盜,1
2017-12-23,6,臺中市烏日區榮泉路,烏日區,汽車竊盜,1
2017-12-23,14,臺中市西屯區惠來路52號巷,西屯區,汽車竊盜,1
2017-12-26,12,臺中市西屯區河南路三段與市政北一路口,西屯區,汽車竊盜,1
2017-12-27,23,臺中市東區東光園路,東區,汽車竊盜,1
2018-01-01,17,臺中市龍井區中沙路南寮巷,龍井區,汽車竊盜,1
2018-01-07,17,臺中市東區東光園路與振興路,東區,汽車竊盜,1
2018-01-09,20,臺中市沙鹿區沙田路與天池街,沙鹿區,汽車竊盜,1
2018-01-10,1,臺中市沙鹿區臺灣大道6段,沙鹿區,汽車竊盜,1
2018-01-10,4,臺中市北區尚德街77巷,北區,汽車竊盜,1
2018-01-20,20,臺中市新社區東興里興社街1段國校巷,新社區,汽車竊盜,1
2018-01-22,7,臺中市北屯區后庄路,北屯區,汽車竊盜,1
2018-01-22,18,臺中市北屯區祥順路1段,北屯區,汽車竊盜,1
2018-01-25,23,臺中市豐原區豐原大道3段與田心路2段,豐原區,汽車竊盜,1
2018-01-26,7,臺中市北屯區天祥街225巷,北屯區,汽車竊盜,1
2018-01-28,16,臺中市東區福立街,東區,汽車竊盜,1
2018-01-28,20,臺中市烏日區高鐵五路停車格,烏日區,汽車竊盜,1
2018-01-30,0,臺中市龍井區龍崗里沙田路4段350巷,龍井區,汽車竊盜,1
2018-02-02,13,臺中市北屯區永和巷與山西路,北屯區,汽車竊盜,1
2018-02-05,0,臺中市沙鹿區光華路,沙鹿區,汽車竊盜,1
2018-02-06,4,臺中市大甲區臨江路112巷,大甲區,汽車竊盜,1
2018-02-09,10,臺中市豐原區豐東公園前,豐原區,汽車竊盜,1
2018-02-10,10,臺中市豐原區豐原大道上,豐原區,汽車竊盜,1
2018-02-10,16,臺中市潭子區豐興路二段龍興巷內,潭子區,汽車竊盜,1
2018-02-10,22,臺中市龍井區舊車路,龍井區,汽車竊盜,1
2018-02-11,3,臺中市大甲區忠孝街,大甲區,汽車竊盜,1
2018-02-12,13,臺中市豐原區成功路131巷,豐原區,汽車竊盜,1
2018-02-15,3,臺中市外埔區甲后路3段,外埔區,汽車竊盜,1
2018-02-22,7,臺中市南屯區豐樂里東興路與文心南五路,南屯區,汽車竊盜,1
2018-02-22,7,臺中市南屯區豐樂里東興路與文心南五路,南屯區,汽車竊盜,1
2018-03-01,10,臺中市梧棲區雲集街70巷,梧棲區,汽車竊盜,1
2018-03-02,4,臺中市豐原區仁愛街,豐原區,汽車竊盜,1
2018-03-07,14,臺中市西區忠明南路,西區,汽車竊盜,1
2018-03-08,11,臺中市后里區甲后路2段,后里區,汽車竊盜,1
2018-03-12,11,臺中市北區山西路2段,北區,汽車竊盜,1
2018-03-12,18,臺中市北區南京東路2段,北區,汽車竊盜,1
2018-03-28,5,臺中市清水區民族路2段229巷,清水區,汽車竊盜,1
2018-03-29,4,臺中市沙鹿區鎮南路2段,沙鹿區,汽車竊盜,1
2018-03-29,6,臺中市龍井區龍泉里中社一街,龍井區,汽車竊盜,1
2018-04-04,10,臺中市豐原區鎌村路,豐原區,汽車竊盜,1
2018-04-13,11,臺中市清水區南社里民族路2段,清水區,汽車竊盜,1
2018-04-14,8,臺中市沙鹿區錦華街79巷,沙鹿區,汽車竊盜,1
2018-04-16,23,臺中市北屯區太原路3段與建和路2段,北屯區,汽車竊盜,1
2018-04-20,15,臺中市北屯區東山路2段貴城巷,北屯區,汽車竊盜,1
2018-04-24,6,臺中市太平區旱溪東路近新光橋,太平區,汽車竊盜,1
2018-04-28,22,臺中市太平區太堤西路,太平區,汽車竊盜,1
2018-04-29,9,臺中市豐原區豐南街,豐原區,汽車竊盜,1
2018-04-30,7,臺中市太平區新福路,太平區,汽車竊盜,1
2018-05-02,16,臺中市中區建國路與中山路,中區,汽車竊盜,1
2018-05-02,18,臺中市豐原區同安路,豐原區,汽車竊盜,1
2018-05-04,5,臺中市北屯區文昌東十一街,北屯區,汽車竊盜,1
2018-05-05,13,臺中市南屯區永定里益文一街與益昌一街,南屯區,汽車竊盜,1
2018-05-10,8,臺中市潭子區勝利3街,潭子區,汽車竊盜,1
2018-05-15,3,臺中市大里區塗城里024鄰光正路209巷,大里區,汽車竊盜,1
2018-05-18,3,臺中市太平區旱溪西路2段,太平區,汽車竊盜,1
2018-05-18,7,臺中市清水區菁埔里臨港路7段612巷,清水區,汽車竊盜,1
2018-05-19,12,臺中市西區模範街40巷,西區,汽車竊盜,1
2018-05-20,22,臺中市沙鹿區正英路13巷,沙鹿區,汽車竊盜,1
2018-05-21,7,臺中市太平區中山路2段350巷,太平區,汽車竊盜,1
2018-05-28,10,臺中市神岡區國道四號7k工地,神岡區,汽車竊盜,1
2018-05-30,5,臺中市大里區東湖里忠孝路80巷,大里區,汽車竊盜,1
2018-06-07,21,臺中市北屯區麻園西街,北屯區,汽車竊盜,1
2018-06-10,19,臺中市西屯區中清路2段,西屯區,汽車竊盜,1
2018-06-13,0,臺中市梧棲區永安里中華路1段,梧棲區,汽車竊盜,1
2018-06-14,3,臺中市太平區光興路與德利路,太平區,汽車竊盜,1
2018-06-16,11,臺中市豐原區圓環西路榮春街口,豐原區,汽車竊盜,1
2018-06-17,9,臺中市豐原區南陽路,豐原區,汽車竊盜,1
2018-06-27,13,臺中市大肚區沙田路3段,大肚區,汽車竊盜,1
2018-07-01,3,臺中市西屯區國際街83巷,西屯區,汽車竊盜,1
2018-07-04,5,臺中市太平區長安路322巷,太平區,汽車竊盜,1
2018-07-06,8,臺中市清水區民族路3段356巷,清水區,汽車竊盜,1
2018-07-15,11,臺中市大雅區和平路,大雅區,汽車竊盜,1
2018-07-18,7,臺中市大甲區日南路,大甲區,汽車竊盜,1
2018-07-18,19,臺中市東區七中路與興大路,東區,汽車竊盜,1
2018-07-20,7,臺中市東區長福路,東區,汽車竊盜,1
2018-07-21,7,臺中市大甲區經國路,大甲區,汽車竊盜,1
2018-07-22,13,臺中市北屯區經補庫停車場,北屯區,汽車竊盜,1
2018-07-28,9,臺中市北屯區新興路191巷,北屯區,汽車竊盜,1
2018-07-30,5,臺中市大甲區中山路一段與金華西街,大甲區,汽車竊盜,1
2018-08-01,10,臺中市西屯區臺灣大道4段,西屯區,汽車竊盜,1
2018-08-03,3,臺中市太平區永成北路66巷,太平區,汽車竊盜,1
2018-08-06,13,臺中市潭子區雅潭路2段292巷,潭子區,汽車竊盜,1
2018-08-06,19,臺中市豐原區豐原大道4段,豐原區,汽車竊盜,1
2018-08-09,11,臺中市南屯區春社里培德路,南屯區,汽車竊盜,1
2018-08-09,22,臺中市豐原區豐勢路1段,豐原區,汽車竊盜,1
2018-08-13,8,臺中市大里區健民里久居街,大里區,汽車竊盜,1
2018-08-15,17,臺中市東區東光路與力行路,東區,汽車竊盜,1
2018-08-18,21,臺中市大甲區奉化里經國路,大甲區,汽車竊盜,1
2018-08-20,23,臺中市神岡區大豐北街,神岡區,汽車竊盜,1
2018-08-25,4,臺中市烏日區建國路,烏日區,汽車竊盜,1
2018-08-28,2,臺中市太平區光興路,太平區,汽車竊盜,1
2018-08-29,23,臺中市豐原區豐原大道7段,豐原區,汽車竊盜,1
2018-09-04,22,臺中市東區南京東路,東區,汽車竊盜,1
2018-09-05,7,臺中市大里區里科街,大里區,汽車竊盜,1
2018-09-08,11,臺中市霧峰區中投東路1段北岸路,霧峰區,汽車竊盜,1
2018-09-09,13,臺中市大甲區中山路二段與黎明路,大甲區,汽車竊盜,1
2018-09-11,7,臺中市大雅區,大雅區,汽車竊盜,1
2018-09-13,5,臺中市外埔區甲東路,外埔區,汽車竊盜,1
2018-09-14,16,臺中市霧峰區中正路78巷,霧峰區,汽車竊盜,1
2018-09-19,19,臺中市中區興中街與福音街,中區,汽車竊盜,1
2018-09-19,21,臺中市沙鹿區晉文路286巷,沙鹿區,汽車竊盜,1
2018-09-24,16,臺中市后里區月眉東路,后里區,汽車竊盜,1
2018-09-27,6,臺中市沙鹿區平等七街與平等路,沙鹿區,汽車竊盜,1
2018-09-28,0,臺中市北區中清路1段,北區,汽車竊盜,1
2018-09-29,8,臺中市西屯區中平路與廣吉一街,西屯區,汽車竊盜,1
2018-09-30,8,臺中市豐原區瑞安街,豐原區,汽車竊盜,1
2018-10-01,5,臺中市豐原區豐原大道3段75巷,豐原區,汽車竊盜,1
2018-10-04,7,臺中市霧峰區中投東路2段四德路,霧峰區,汽車竊盜,1
2018-10-07,15,臺中市南區忠明南路,南區,汽車竊盜,1
2018-10-11,7,臺中市梧棲區民生街,梧棲區,汽車竊盜,1
2018-10-12,6,臺中市大里區中投西路3段東興路,大里區,汽車竊盜,1
2018-10-21,9,臺中市豐原區豐南街92巷,豐原區,汽車竊盜,1
2018-10-21,9,臺中市潭子區仁愛路2段117巷,潭子區,汽車竊盜,1
2018-10-26,1,臺中市北區梅亭東街,北區,汽車竊盜,1
2018-10-26,6,臺中市豐原區南陽路301巷,豐原區,汽車竊盜,1
2018-10-30,9,臺中市豐原區豐原大道8段,豐原區,汽車竊盜,1
2018-10-31,5,臺中市北區育德路,北區,汽車竊盜,1
2018-11-01,7,臺中市梧棲區中興路128巷,梧棲區,汽車竊盜,1
2018-11-05,6,臺中市豐原區永康路,豐原區,汽車竊盜,1
2018-11-06,12,臺中市大雅區神林南路272巷,大雅區,汽車竊盜,1
2018-11-09,2,臺中市東勢區福隆里福隆街267號,東勢區,汽車竊盜,1
2018-11-09,7,臺中市大雅區雅環路1段106巷,大雅區,汽車竊盜,1
2018-11-12,1,臺中市潭子區潭陽里23鄰潭興路3段,潭子區,汽車竊盜,1
2018-11-12,7,臺中市南屯區鎮平里環中路4段,南屯區,汽車竊盜,1
2018-11-13,2,臺中市太平區東平頭太堤東路,太平區,汽車竊盜,1
2018-11-16,16,臺中市東勢區東關路7段,東勢區,汽車竊盜,1
2018-11-20,9,臺中市北屯區后庄路與敦化三街,北屯區,汽車竊盜,1
2018-11-23,19,臺中市西屯區大石里河南路2段,西屯區,汽車竊盜,1
2018-11-26,2,臺中市清水區民有路120巷,清水區,汽車竊盜,1
2018-12-01,21,臺中市豐原區中坑巷,豐原區,汽車竊盜,1
2018-12-02,3,臺中市大里區東興路633巷,大里區,汽車竊盜,1
2018-12-02,4,臺中市霧峰區南仟巷,霧峰區,汽車竊盜,1
2018-12-05,4,臺中市潭子區大豐一路路旁,潭子區,汽車竊盜,1
2018-12-06,9,臺中市霧峰區福新路,霧峰區,汽車竊盜,1
2018-12-08,7,臺中市北屯區軍福九路與環中東路,北屯區,汽車竊盜,1
2018-12-10,12,臺中市神岡區和陸路1段,神岡區,汽車竊盜,1
2018-12-11,3,臺中市太平區環中東路與育賢路,太平區,汽車竊盜,1
2018-12-11,12,臺中市大里區環河路永隆九街口,大里區,汽車竊盜,1
2018-12-11,22,臺中市神岡區崇德路,神岡區,汽車竊盜,1
2018-12-12,10,臺中市潭子區中山路3段,潭子區,汽車竊盜,1
2018-12-12,13,臺中市太平區宜昌路,太平區,汽車竊盜,1
2018-12-12,20,臺中市潭子區栗林里祥和路,潭子區,汽車竊盜,1
2018-12-14,18,臺中市潭子區福貴路,潭子區,汽車竊盜,1
2018-12-16,20,臺中市北屯區和祥七街,北屯區,汽車竊盜,1
2018-12-18,8,臺中市豐原區豐原大道1段,豐原區,汽車竊盜,1
2018-12-21,7,臺中市清水區?榔里民族路2段519巷,清水區,汽車竊盜,1
2018-12-21,8,臺中市北屯區旱溪西路3段,北屯區,汽車竊盜,1
2018-12-26,21,臺中市豐原區自強南街,豐原區,汽車竊盜,1
2018-12-28,20,臺中市豐原區三豐路二段20巷,豐原區,汽車竊盜,1
2018-12-29,9,臺中市北屯區軍福十六路,北屯區,汽車竊盜,1
2019-01-06,9,台中市東勢區新盛里新盛12街,東勢區,汽車竊盜,1
2019-01-06,11,台中市豐原區社皮路185巷,豐原區,汽車竊盜,1
2019-01-10,0,台中市豐原區,豐原區,汽車竊盜,1
2019-01-12,6,台中市北區,北區,汽車竊盜,1
2019-01-13,3,台中市太平區中和街,太平區,汽車竊盜,1
2019-01-14,2,台中市西區三民路與貴和街,西區,汽車竊盜,1
2019-01-15,22,台中市豐原區葫蘆墩二街,豐原區,汽車竊盜,1
2019-01-16,5,台中市大肚區興和路185巷,大肚區,汽車竊盜,1
2019-01-17,9,台中市西屯區華美西街與漢城街,西屯區,汽車竊盜,1
2019-01-20,3,台中市北屯區天津路3段,北屯區,汽車竊盜,1
2019-01-22,19,台中市豐原區豐南街92巷,豐原區,汽車竊盜,1
2019-01-26,3,台中市太平區樹德一街136巷,太平區,汽車竊盜,1
2019-01-26,15,台中市潭子區潭興路2段169巷,潭子區,汽車竊盜,1
2019-01-27,2,台中市南屯區楓樹里楓樹二街,南屯區,汽車竊盜,1
2019-02-01,15,台中市大里區仁德里仁美路,大里區,汽車竊盜,1
2019-02-04,4,台中市西屯區重慶路,西屯區,汽車竊盜,1
2019-02-08,13,台中市神岡區大漢街113巷,神岡區,汽車竊盜,1
2019-02-10,21,台中市烏日區成功東西路,烏日區,汽車竊盜,1
2019-02-11,9,台中市北區興進路,北區,汽車竊盜,1
2019-02-16,16,台中市南區樹德一巷,南區,汽車竊盜,1
2019-02-20,8,台中市南屯區大興里南屯路2段,南屯區,汽車竊盜,1
2019-02-22,4,台中市烏日區光德路,烏日區,汽車竊盜,1
2019-03-03,15,台中市豐原區三民路,豐原區,汽車竊盜,1
2019-03-06,17,台中市潭子區環中路與旱溪西路,潭子區,汽車竊盜,1
2019-03-09,4,台中市清水區光華路,清水區,汽車竊盜,1
2019-03-23,6,台中市北屯區旅順路2段,北屯區,汽車竊盜,1
2019-03-26,18,台中市北屯區昌平路2段,北屯區,汽車竊盜,1
2019-03-27,7,台中市南屯區豐樂里三民西路,南屯區,汽車竊盜,1
2019-04-01,5,台中市北區柳川東路4段,北區,汽車竊盜,1
2019-04-03,8,台中市東區自由路與進德路口,東區,汽車竊盜,1
2019-04-05,6,台中市北區柳川東路與文武街,北區,汽車竊盜,1
2019-04-06,12,台中市南區樹德一巷,南區,汽車竊盜,1
2019-04-06,22,台中市大里區爽文路永隆五街,大里區,汽車竊盜,1
2019-04-07,4,台中市北屯區景賢南二路,北屯區,汽車竊盜,1
2019-04-10,3,台中市豐原區豐原大道三段,豐原區,汽車竊盜,1
2019-04-10,20,台中市西屯區經貿路與經貿十一街,西屯區,汽車竊盜,1
2019-04-14,3,台中市烏日區五光里五光路189巷,烏日區,汽車竊盜,1
2019-04-18,19,台中市烏日區環河路3段,烏日區,汽車竊盜,1
