date,hour,location,district,crime_category,is_valid,latitude,longitude,geocode_method
2017-04-06,23,臺中市大里區國光路1段德芳南路口,大里區,機車竊盜,1,24.092374522101153,120.66787866613414,jittered
2017-04-07,6,臺中市西屯區臺灣大道4段,西屯區,機車竊盜,1,24.1565,120.62762025131032,jittered
2017-04-07,6,臺中市霧峰區吉峰路,霧峰區,機車竊盜,1,24.077790978545153,120.69910486133588,jittered
2017-04-08,1,臺中市西屯區何厝街,西屯區,機車竊盜,1,24.19569884324671,120.62000576095068,jittered
2017-04-08,6,臺中市南屯區忠勇路,南屯區,機車竊盜,1,24.12173654340796,120.62086275323863,jittered
2017-04-08,7,臺中市大里區中興路2段671巷,大里區,機車竊盜,1,24.107870134489502,120.68066565810737,jittered
2017-04-08,11,臺中市中區成功路,中區,機車竊盜,1,24.145274370030563,120.68022843562794,jittered
2017-04-08,12,臺中市西屯區都會園路901巷,西屯區,機車竊盜,1,24.176977378349438,120.62522101630863,jittered
2017-04-08,18,臺中市烏日區中華路,烏日區,機車竊盜,1,24.112532700248238,120.62103995547515,jittered
2017-04-09,6,臺中市南屯區文山里文山二街,南屯區,機車竊盜,1,24.134742600504815,120.62896799943174,jittered
2017-04-09,16,臺中市西屯區朝富二街,西屯區,機車竊盜,1,24.187457653774644,120.63687649397914,jittered
2017-04-10,0,臺中市西區民權路,西區,機車竊盜,1,24.14055339638604,120.67519429690265,jittered
2017-04-10,15,臺中市西屯區臺灣大道二段,西屯區,機車竊盜,1,24.190035781505834,120.60376163498523,jittered
2017-04-10,18,臺中市西區日興街,西區,機車竊盜,1,24.135180023654986,120.66126359986939,jittered
2017-04-13,7,臺中市南區美村南路,南區,機車竊盜,1,24.12782116711087,120.65254574974992,jittered
2017-04-14,20,臺中市豐原區田心路2段,豐原區,機車竊盜,1,24.255752427201077,120.7084241534226,jittered
2017-04-16,16,臺中市西屯區新興路,西屯區,機車竊盜,1,24.196282851067977,120.61577884777391,jittered
2017-04-16,17,臺中市西屯區逢甲路,西屯區,機車竊盜,1,24.17876622926867,120.59887755266249,jittered
2017-04-16,20,臺中市西區三民路1段50巷,西區,機車竊盜,1,24.1468565778408,120.66675629046944,jittered
2017-04-17,0,臺中市霧峰區中正路1056巷,霧峰區,機車竊盜,1,24.058267503700186,120.70360220869651,jittered
2017-04-18,2,臺中市北屯區太原路3段269巷,北屯區,機車竊盜,1,24.173611347640023,120.68963223326287,jittered
2017-04-19,11,臺中市北屯區太原路與三光巷口,北屯區,機車竊盜,1,24.168296196798174,120.68007297044835,jittered
2017-04-19,17,臺中市北屯區太原路與東光路口,北屯區,機車竊盜,1,24.18713194931734,120.68144808438177,jittered
2017-04-20,20,臺中市西屯區臺灣大道3段,西屯區,機車竊盜,1,24.188752089026746,120.60152675255061,jittered
2017-04-21,10,臺中市中區市府路,中區,機車竊盜,1,24.1356,120.6848978766226,jittered
2017-04-21,11,臺中市北屯區九龍街,北屯區,機車竊盜,1,24.206814832759765,120.69299348867938,jittered
2017-04-21,16,臺中市太平區旱溪西路2段,太平區,機車竊盜,1,24.130550762893353,120.7440505998511,jittered
2017-04-22,9,臺中市太平區永平路2段,太平區,機車竊盜,1,24.1362772585897,120.73128325083934,jittered
2017-04-23,8,臺中市東區和平街,東區,機車竊盜,1,24.13048092813167,120.71257491679391,jittered
2017-04-23,10,臺中市北屯區北祥街與南京東路口,北屯區,機車竊盜,1,24.183079178339074,120.68091099880652,jittered
2017-04-23,18,臺中市北屯區東山路1段,北屯區,機車竊盜,1,24.187379337264915,120.68803315732589,jittered
2017-04-23,19,臺中市北區民權路,北區,機車竊盜,1,24.15533959658924,120.68134507321662,jittered
2017-04-23,21,臺中市西屯區臺灣大道與河南路口,西屯區,機車竊盜,1,24.2065,120.61459580596369,jittered
2017-04-24,17,臺中市梧棲區中央路1段,梧棲區,機車竊盜,1,24.248876427975848,120.52813915881512,jittered
2017-04-25,22,臺中市北屯區文昌二街,北屯區,機車竊盜,1,24.182492903222112,120.6584,jittered
2017-04-26,9,臺中市東區旱溪街,東區,機車竊盜,1,24.143565651941522,120.69678184227081,jittered
2017-04-26,17,臺中市南區復興路與合作街口,南區,機車竊盜,1,24.116862365975045,120.6603537326626,jittered
2017-04-27,15,臺中市后里區三豐路三段與大山路口,后里區,機車竊盜,1,24.291955333999994,120.72393725310755,jittered
2017-04-28,10,臺中市清水區新興路,清水區,機車竊盜,1,24.258197065887202,120.56284769353088,jittered
2017-04-28,18,臺中市大里區工業路宏巨2巷,大里區,機車竊盜,1,24.091311027929837,120.67483592388534,jittered
2017-04-28,20,臺中市北屯區北安街,北屯區,機車竊盜,1,24.17334052083323,120.68404296734697,jittered
2017-04-28,23,臺中市東區南京路,東區,機車竊盜,1,24.13769967201646,120.69367825922012,jittered
2017-04-29,17,臺中市大里區三民二街,大里區,機車竊盜,1,24.105558883508248,120.68339021712934,jittered
2017-04-29,21,臺中市中區大誠街102巷,中區,機車竊盜,1,24.14506446604738,120.68373717927459,jittered
2017-04-30,6,臺中市烏日區自強街,烏日區,機車竊盜,1,24.096069296495646,120.62580454379895,jittered
2017-04-30,19,臺中市梧棲區四維路71巷,梧棲區,機車竊盜,1,24.25687086205567,120.533147217946,jittered
2017-05-01,13,臺中市北區五權路,北區,機車竊盜,1,24.156364293135905,120.68745075779327,jittered
2017-05-01,23,臺中市西區臺灣大道2段,西區,機車竊盜,1,24.14688888580757,120.66620930546729,jittered
2017-05-02,22,臺中市北區一中街179巷,北區,機車竊盜,1,24.16472096792879,120.67463294209162,jittered
2017-05-05,0,臺中市東勢區延平里第一橫街,東勢區,機車竊盜,1,24.264061282717815,120.83275361477354,jittered
2017-05-05,2,臺中市沙鹿區中山路田尾巷,沙鹿區,機車竊盜,1,24.223250839481043,120.5548387948036,jittered
2017-05-05,7,臺中市大里區新仁路2段27巷,大里區,機車竊盜,1,24.109551882943773,120.68236394546476,jittered
2017-05-05,9,臺中市豐原區豐原大道中正路口,豐原區,機車竊盜,1,24.259355675052348,120.72403424298291,jittered
2017-05-06,20,臺中市大甲區大安港巷,大甲區,機車竊盜,1,24.34166503307765,120.61005110994223,jittered
2017-05-07,15,臺中市太平區東平路,太平區,機車竊盜,1,24.11566490827211,120.69559830646566,jittered
2017-05-09,3,臺中市北區五義街,北區,機車竊盜,1,24.161587676525322,120.68091769921173,jittered
2017-05-09,3,臺中市太平區中山路1段,太平區,機車竊盜,1,24.119572468534525,120.696656987983,jittered
2017-05-09,5,臺中市東區振興路412巷,東區,機車竊盜,1,24.138837079814525,120.70111745513782,jittered
2017-05-11,6,臺中市豐原區源豐路,豐原區,機車竊盜,1,24.24528362590897,120.7152697066511,jittered
2017-05-11,7,臺中市東區進化路,東區,機車竊盜,1,24.137699321342666,120.69735428839996,jittered
2017-05-11,15,臺中市大甲區水源路,大甲區,機車竊盜,1,24.33151497407183,120.63126036508926,jittered
2017-05-12,21,臺中市烏日區站區一路建國路口,烏日區,機車竊盜,1,24.102374936973487,120.6351501118782,jittered
2017-05-13,4,臺中市北區進化北路,北區,機車竊盜,1,24.157955464569373,120.67849356704178,jittered
2017-05-13,7,臺中市西屯區逢甲路,西屯區,機車竊盜,1,24.177312192046525,120.62704012795128,jittered
2017-05-13,18,臺中市龍井區茄投路1段,龍井區,機車竊盜,1,24.195621936910396,120.55141419168095,jittered
2017-05-15,0,臺中市清水區中山路,清水區,機車竊盜,1,24.254673100503954,120.55824040826352,jittered
2017-05-15,20,臺中市大雅區永和路,大雅區,機車竊盜,1,24.2469,120.63831427087163,jittered
2017-05-17,7,臺中市北屯區遼寧路1段,北屯區,機車竊盜,1,24.2073075527695,120.68210413263203,jittered
2017-05-17,14,臺中市烏日區站區一路與建國路口,烏日區,機車竊盜,1,24.119735026564964,120.60335764188254,jittered
2017-05-17,18,臺中市西屯區學士路與育德路,西屯區,機車竊盜,1,24.162927530920566,120.6170844335036,jittered
2017-05-18,14,臺中市西屯區東大路一段,西屯區,機車竊盜,1,24.184136019940503,120.60187470233855,jittered
2017-05-18,14,臺中市中區繼光里7鄰繼光街,中區,機車竊盜,1,24.13661454340743,120.68051671093454,jittered
2017-05-18,16,臺中市北屯區平興街,北屯區,機車竊盜,1,24.16093783437485,120.69259234070998,jittered
2017-05-19,9,臺中市南屯區大墩二十街、大英街口,南屯區,機車竊盜,1,24.119157826690707,120.61367104015591,jittered
2017-05-19,9,臺中市北區館前路,北區,機車竊盜,1,24.164782471517185,120.68554626248675,jittered
2017-05-19,18,臺中市西區福人街,西區,機車竊盜,1,24.13466454338061,120.66512705410993,jittered
2017-05-20,14,臺中市豐原區中正路29巷,豐原區,機車竊盜,1,24.237817436952504,120.71498241744972,jittered
2017-05-20,20,臺中市西屯區福上巷216巷,西屯區,機車竊盜,1,24.17277404514731,120.61565040394208,jittered
2017-05-21,1,臺中市西區精忠街,西區,機車竊盜,1,24.142809441272444,120.66190655024644,jittered
2017-05-21,3,臺中市大甲區水源路452巷,大甲區,機車竊盜,1,24.344358269693053,120.63031989340587,jittered
2017-05-22,7,臺中市東區復興東路與進德路,東區,機車竊盜,1,24.14640641969537,120.69636725440931,jittered
2017-05-22,19,臺中市西屯區福星北路僑大路口,西屯區,機車竊盜,1,24.18952744569821,120.5927,jittered
2017-05-23,0,臺中市西區居仁街,西區,機車竊盜,1,24.142573077821268,120.663160730816,jittered
2017-05-23,12,臺中市西區三民、民生路,西區,機車竊盜,1,24.15017209328539,120.65671808582545,jittered
2017-05-23,19,臺中市北區三民路3段201巷,北區,機車竊盜,1,24.165144161067712,120.67581867996321,jittered
2017-05-24,3,臺中市潭子區民生街73巷,潭子區,機車竊盜,1,24.19807890740852,120.6998093227706,jittered
2017-05-24,9,臺中市南區復興路1段,南區,機車竊盜,1,24.117189485133085,120.6462,jittered
2017-05-24,10,臺中市西區中美街379巷,西區,機車竊盜,1,24.14710343890134,120.66699259699672,jittered
2017-05-24,17,臺中市北區一中街與育才街口,北區,機車竊盜,1,24.171117879596135,120.68430566705025,jittered
2017-05-25,9,臺中市東區精武路186巷,東區,機車竊盜,1,24.130152508507546,120.71251621081494,jittered
2017-05-26,14,臺中市南區五權南路,南區,機車竊盜,1,24.11965086557801,120.67248361494195,jittered
2017-05-28,9,臺中市南區國光路,南區,機車竊盜,1,24.1373,120.66956857366499,jittered
2017-05-28,12,臺中市北區雙十路1段,北區,機車竊盜,1,24.1494,120.68230840434147,jittered
2017-05-28,16,臺中市中區成功路,中區,機車竊盜,1,24.138964951242713,120.67489309377034,jittered
2017-05-28,22,臺中市東區自由路4段,東區,機車竊盜,1,24.122799999999998,120.70878043821106,jittered
2017-05-28,23,臺中市太平區永成北路66巷,太平區,機車竊盜,1,24.139162821249762,120.72359949004651,jittered
2017-05-28,23,臺中市霧峰區錦州路,霧峰區,機車竊盜,1,24.043984518005256,120.69981461847627,jittered
2017-05-29,17,臺中市太平區德明路,太平區,機車竊盜,1,24.123918911984198,120.74236766415325,jittered
2017-05-29,22,臺中市東區南京路,東區,機車竊盜,1,24.150448839790634,120.70896429828791,jittered
2017-05-30,2,臺中市沙鹿區晉武路35巷,沙鹿區,機車竊盜,1,24.229326675942225,120.56216724096137,jittered
2017-05-30,18,臺中市中區民權路,中區,機車竊盜,1,24.14092100339447,120.6851219366731,jittered
2017-05-30,19,臺中市東區建國路240巷,東區,機車竊盜,1,24.141806108006495,120.70824112612735,jittered
2017-05-31,13,臺中市南屯區大進街,南屯區,機車竊盜,1,24.138856896884135,120.62814050356113,jittered
2017-06-01,7,臺中市清水區客庄路,清水區,機車竊盜,1,24.276311564527493,120.5468364544925,jittered
2017-06-03,6,臺中市清水區民權一街,清水區,機車竊盜,1,24.288899999999998,120.56365145049713,jittered
2017-06-05,10,臺中市北屯區松竹北路,北屯區,機車竊盜,1,24.179682586209854,120.6939757707205,jittered
2017-06-05,22,臺中市西屯區逢甲路,西屯區,機車竊盜,1,24.171981813162695,120.61021238600414,jittered
2017-06-06,14,臺中市大甲區金華路,大甲區,機車竊盜,1,24.3739,120.63708666607981,jittered
2017-06-09,3,臺中市北區一中街與精武路口,北區,機車竊盜,1,24.168279527614256,120.68674633313408,jittered
2017-06-09,8,臺中市太平區東平路375巷,太平區,機車竊盜,1,24.151325187238754,120.71316250798951,jittered
2017-06-09,8,臺中市清水區中央路,清水區,機車竊盜,1,24.26858049775192,120.55214265963438,jittered
2017-06-09,16,臺中市西屯區玉門路370巷,西屯區,機車竊盜,1,24.15896140312098,120.60166871495849,jittered
2017-06-10,5,臺中市北屯區旅順路2段,北屯區,機車竊盜,1,24.172188577402697,120.66937248828144,jittered
2017-06-10,16,臺中市北區育才北街路,北區,機車竊盜,1,24.15813193386214,120.69115593235203,jittered
2017-06-10,22,臺中市南屯區大墩路與大墩七街,南屯區,機車竊盜,1,24.157523439334213,120.6158488005392,jittered
2017-06-11,5,臺中市中區成功路與光復路口,中區,機車竊盜,1,24.14273468517624,120.67906727589393,jittered
2017-06-11,13,臺中市西屯區中清路,西屯區,機車竊盜,1,24.183945008712605,120.63460781362991,jittered
2017-06-12,20,臺中市西屯區僑大路僑大二街口,西屯區,機車竊盜,1,24.167535782760744,120.62846155650314,jittered
2017-06-13,3,臺中市豐原區三民路150巷,豐原區,機車竊盜,1,24.259629033263383,120.70815957213799,jittered
2017-06-13,4,臺中市北區西屯路1段,北區,機車竊盜,1,24.169127333193806,120.68485423184232,jittered
2017-06-13,22,臺中市烏日區中山路1段,烏日區,機車竊盜,1,24.104943270187146,120.61665348858958,jittered
2017-06-14,2,臺中市潭子區崇德路四段,潭子區,機車竊盜,1,24.209281827821258,120.70074943377949,jittered
2017-06-14,4,臺中市中區民族路,中區,機車竊盜,1,24.14525694997592,120.68200995159697,jittered
2017-06-14,20,臺中市南屯區文心路1段,南屯區,機車竊盜,1,24.13933637227252,120.620555782622,jittered
2017-06-15,2,臺中市大雅區雅環路2段135巷,大雅區,機車竊盜,1,24.23684472106268,120.65517663512362,jittered
2017-06-15,19,臺中市西屯區文心路三段,西屯區,機車竊盜,1,24.185964727998602,120.63496824899768,jittered
2017-06-18,20,臺中市北區成功路,北區,機車竊盜,1,24.16280259970187,120.67351881826774,jittered
2017-06-19,9,臺中市北區太平路46巷,北區,機車竊盜,1,24.160220718997582,120.67729053440321,jittered
2017-06-20,16,臺中市大雅區神林南路43巷,大雅區,機車竊盜,1,24.2306873479071,120.64545681508497,jittered
2017-06-21,8,臺中市東區雙十路2段南京路口,東區,機車竊盜,1,24.135721069729897,120.69381086462316,jittered
2017-06-21,13,臺中市東勢區北興里正二街,東勢區,機車竊盜,1,24.261873711654072,120.8160921091563,jittered
2017-06-22,8,臺中市清水區鰲新路,清水區,機車竊盜,1,24.257943946555642,120.54913863739242,jittered
2017-06-24,8,臺中市北屯區大連路3段,北屯區,機車竊盜,1,24.175189124944847,120.68770565311007,jittered
2017-06-24,23,臺中市沙鹿區福成路,沙鹿區,機車竊盜,1,24.236066845059437,120.56528803414585,jittered
2017-06-26,12,臺中市中區公園路,中區,機車竊盜,1,24.146617847978348,120.68030750835764,jittered
2017-06-27,10,臺中市北區進化路,北區,機車竊盜,1,24.1494,120.67773570761157,jittered
2017-06-27,14,臺中市北區雙十路與精武路口,北區,機車竊盜,1,24.158700020614358,120.67376608050499,jittered
2017-06-28,15,臺中市西屯區文華街附近,西屯區,機車竊盜,1,24.175912266697182,120.62298396846406,jittered
2017-06-29,5,臺中市大里區德芳一街128巷,大里區,機車竊盜,1,24.102399873680596,120.69819165467136,jittered
2017-07-01,4,臺中市東區富榮街,東區,機車竊盜,1,24.14117619756443,120.7083354135668,jittered
2017-07-01,6,臺中市東區精武路181巷,東區,機車竊盜,1,24.152447475931382,120.70762714801984,jittered
2017-07-01,19,臺中市豐原區瑞興街,豐原區,機車竊盜,1,24.24277319384231,120.72079586592488,jittered
2017-07-02,6,臺中市太平區中山路2段350巷,太平區,機車竊盜,1,24.1529733711135,120.73892666100515,jittered
2017-07-03,6,臺中市潭子區潭子街3段31巷,潭子區,機車竊盜,1,24.1909,120.7078037832814,jittered
2017-07-03,12,臺中市中區興中街,中區,機車竊盜,1,24.137096462100615,120.6752870575097,jittered
2017-07-04,1,臺中市神岡區神清路169巷,神岡區,機車竊盜,1,24.24536417681144,120.65604320971403,jittered
2017-07-05,11,臺中市西屯區玉門路,西屯區,機車竊盜,1,24.19759293249367,120.62829907085127,jittered
2017-07-06,15,臺中市北區錦南街,北區,機車竊盜,1,24.163774140405167,120.67855818532396,jittered
2017-07-06,20,臺中市中區中華路2段24巷,中區,機車竊盜,1,24.148482360971016,120.67553917073843,jittered
2017-07-07,7,臺中市北屯區漢口路5段,北屯區,機車竊盜,1,24.20658358992279,120.70382117318567,jittered
2017-07-07,10,臺中市神岡區神清路,神岡區,機車竊盜,1,24.256750237968447,120.6580993781556,jittered
2017-07-07,12,臺中市西屯區中山路,西屯區,機車竊盜,1,24.182172631303494,120.60369091584535,jittered
2017-07-07,15,臺中市中區興中街,中區,機車竊盜,1,24.143404071464897,120.67325977863263,jittered
2017-07-08,4,臺中市南屯區文心南路與五權西路口,南屯區,機車竊盜,1,24.1426552014457,120.61777414914314,jittered
2017-07-08,22,臺中市霧峰區四德路,霧峰區,機車竊盜,1,24.074977855031438,120.70043986030808,jittered
2017-07-09,7,臺中市東區富台街,東區,機車竊盜,1,24.13658812919048,120.70323548731747,jittered
2017-07-09,13,臺中市南區合作街與愛國街口,南區,機車竊盜,1,24.127031894571754,120.66084088179647,jittered
2017-07-10,15,臺中市西區民權路,西區,機車竊盜,1,24.14209632164909,120.66121498084611,jittered
2017-07-11,1,臺中市后里區內埔市場內,后里區,機車竊盜,1,24.322775068303528,120.7191157761041,jittered
2017-07-11,3,臺中市豐原區水源路,豐原區,機車竊盜,1,24.23914446799788,120.7071432048603,jittered
2017-07-11,3,臺中市清水區鎮政二街,清水區,機車竊盜,1,24.271386376052984,120.5580358599652,jittered
2017-07-11,8,臺中市西屯區台灣大道四段,西屯區,機車竊盜,1,24.157118870110246,120.64092058885228,jittered
2017-07-11,15,臺中市豐原區水源路,豐原區,機車竊盜,1,24.240842970591526,120.72400995558989,jittered
2017-07-11,18,臺中市西區永安街,西區,機車竊盜,1,24.136295088112266,120.66947637277256,jittered
2017-07-14,7,臺中市潭子區福潭路,潭子區,機車竊盜,1,24.208172322251343,120.72260486938157,jittered
2017-07-15,12,臺中市西屯區西屯路3段與福裕路口,西屯區,機車竊盜,1,24.198457568904484,120.61231733482613,jittered
2017-07-16,2,臺中市大里區三興,大里區,機車竊盜,1,24.095651996879255,120.6766453639003,jittered
2017-07-16,13,臺中市大里區大里路,大里區,機車竊盜,1,24.083121218955036,120.6614489457537,jittered
2017-07-17,6,臺中市中區第一廣場,中區,機車竊盜,1,24.149396539637426,120.67962087549603,jittered
2017-07-17,10,臺中市東區東光園路,東區,機車竊盜,1,24.129004428049424,120.7174,jittered
2017-07-17,17,臺中市霧峰區四德北路,霧峰區,機車竊盜,1,24.073565438150762,120.70342801061034,jittered
2017-07-18,15,臺中市沙鹿區臺灣大道7段,沙鹿區,機車竊盜,1,24.21480907562769,120.56191485726454,jittered
2017-07-18,18,臺中市西區公益路,西區,機車竊盜,1,24.13514447432588,120.66411993745648,jittered
2017-07-19,1,臺中市大肚區沙田路1段,大肚區,機車竊盜,1,24.1490567781143,120.53810188364916,jittered
2017-07-20,17,臺中市北區一中街,北區,機車竊盜,1,24.156113686686044,120.67938541723808,jittered
2017-07-20,23,臺中市潭子區中興北路,潭子區,機車竊盜,1,24.216275844073575,120.70669533346482,jittered
2017-07-21,13,臺中市大雅區科雅東路,大雅區,機車竊盜,1,24.212077129833155,120.64066414660502,jittered
2017-07-21,14,臺中市西區華美街480巷,西區,機車竊盜,1,24.139922527620424,120.66814950098258,jittered
2017-07-21,17,臺中市東區進德路,東區,機車竊盜,1,24.13554771112786,120.71373991295442,jittered
2017-07-21,19,臺中市大里區大里路,大里區,機車竊盜,1,24.09991081223684,120.6847348919226,jittered
2017-07-21,23,臺中市霧峰區四德路191巷,霧峰區,機車竊盜,1,24.05765619245806,120.69916929544992,jittered
2017-07-22,8,臺中市北區中清路1段,北區,機車竊盜,1,24.161643855225883,120.67964411874384,jittered
2017-07-22,23,臺中市北區育德路,北區,機車竊盜,1,24.155795131069517,120.67359342553604,jittered
2017-07-24,10,臺中市西屯區台灣大道四段,西屯區,機車竊盜,1,24.177743912903246,120.64249250826053,jittered
2017-07-25,1,臺中市大甲區甲后路5段,大甲區,機車竊盜,1,24.34932488477472,120.63521669274371,jittered
2017-07-26,8,臺中市潭子區興華一路與中山路2段391巷,潭子區,機車竊盜,1,24.212831072173213,120.70076504724595,jittered
2017-07-27,0,臺中市西屯區中清西二街,西屯區,機車竊盜,1,24.204540833891684,120.61872311743505,jittered
2017-07-27,7,臺中市豐原區中山路,豐原區,機車竊盜,1,24.25191361117611,120.6983035517935,jittered
2017-07-27,15,臺中市西屯區國祥街,西屯區,機車竊盜,1,24.20326442990781,120.5927,jittered
2017-07-29,17,臺中市中區光復路,中區,機車竊盜,1,24.142075753917858,120.67393642849001,jittered
2017-08-01,10,臺中市南屯區永春南路,南屯區,機車竊盜,1,24.130667355324587,120.59061153459588,jittered
2017-08-01,20,臺中市南屯區三厝里黎明路2段,南屯區,機車竊盜,1,24.12692968783465,120.61228423706994,jittered
2017-08-02,5,臺中市新社區中正里中和街5段,新社區,機車竊盜,1,24.223585809612906,120.80408387782043,jittered
2017-08-02,17,臺中市中區自由路二段,中區,機車竊盜,1,24.13875136439954,120.67888763418084,jittered
2017-08-03,5,臺中市太平區建興北路,太平區,機車竊盜,1,24.096799999999998,120.69065115947417,jittered
2017-08-04,4,臺中市豐原區復興路,豐原區,機車竊盜,1,24.24541986687361,120.73769999999999,jittered
2017-08-04,15,臺中市龍井區新興路,龍井區,機車竊盜,1,24.20168586128417,120.54825968996641,jittered
2017-08-05,10,臺中市清水區高美路299巷,清水區,機車竊盜,1,24.28285960552899,120.56967702952721,jittered
2017-08-05,15,臺中市豐原區永康路,豐原區,機車竊盜,1,24.254965534166434,120.7126635542781,jittered
2017-08-06,9,臺中市龍井區向上路5段與遊園南路口,龍井區,機車竊盜,1,24.180025630204298,120.55154611686615,jittered
2017-08-07,3,臺中市潭子區福潭路942巷,潭子區,機車竊盜,1,24.199088860459657,120.70232294323142,jittered
2017-08-07,20,臺中市北屯區大連路3段,北屯區,機車竊盜,1,24.180305351648034,120.6623432997085,jittered
2017-08-07,21,臺中市霧峰區四德北路85巷,霧峰區,機車竊盜,1,24.062161201958002,120.70118679254955,jittered
2017-08-07,21,臺中市太平區大興十一街,太平區,機車竊盜,1,24.132172987666493,120.72470141121484,jittered
2017-08-08,9,臺中市南區美村南路107巷,南區,機車竊盜,1,24.10707256854697,120.65819830104574,jittered
2017-08-09,3,臺中市北區一中街與育才北路,北區,機車竊盜,1,24.157870269057202,120.68432327517273,jittered
2017-08-11,3,臺中市沙鹿區四平街38巷,沙鹿區,機車竊盜,1,24.228617912060816,120.55847175145976,jittered
2017-08-11,11,臺中市西區公益路,西區,機車竊盜,1,24.141372003352014,120.66524107831872,jittered
2017-08-11,14,臺中市北區進化北路,北區,機車竊盜,1,24.164410864648975,120.67721280555672,jittered
2017-08-13,17,臺中市西區康樂街,西區,機車竊盜,1,24.14472407463106,120.6663785754743,jittered
2017-08-14,2,臺中市太平區振福路499巷,太平區,機車竊盜,1,24.139577758462423,120.72397441050269,jittered
2017-08-14,3,臺中市太平區富宜路,太平區,機車竊盜,1,24.12538150540091,120.72278706891686,jittered
2017-08-14,5,臺中市太平區新興路35巷,太平區,機車竊盜,1,24.118168918285825,120.71483326302564,jittered
2017-08-14,18,臺中市北屯區北屯路,北屯區,機車竊盜,1,24.196791480424963,120.68607801781432,jittered
2017-08-18,6,臺中市西屯區臺灣大道四段與玉門路口,西屯區,機車竊盜,1,24.183225790068303,120.60983713935678,jittered
2017-08-18,20,臺中市南屯區文心南路,南屯區,機車竊盜,1,24.128408657858223,120.62291876700532,jittered
2017-08-19,16,臺中市北區美德街,北區,機車竊盜,1,24.17105788626651,120.68740791008338,jittered
2017-08-20,17,臺中市北屯區瀋陽北路13巷,北屯區,機車竊盜,1,24.188829848485394,120.70559660956313,jittered
2017-08-20,17,臺中市北屯區松竹路2段7巷,北屯區,機車竊盜,1,24.16577832896079,120.67751422048791,jittered
2017-08-21,6,臺中市北區錦南街,北區,機車竊盜,1,24.16768120084377,120.68246300638002,jittered
2017-08-21,22,臺中市西屯區臺灣大道四段與玉門路路口人行道,西屯區,機車竊盜,1,24.178060742542957,120.64068219180662,jittered
2017-08-22,5,臺中市西區三民西路,西區,機車竊盜,1,24.139763851597763,120.66687471333246,jittered
2017-08-22,13,臺中市北屯區崇德路2段,北屯區,機車竊盜,1,24.17197190610455,120.70068823666335,jittered
2017-08-22,16,臺中市太平區中山路3段1巷,太平區,機車竊盜,1,24.14513565119727,120.7207738405235,jittered
2017-08-23,1,臺中市太平區宜昌路,太平區,機車竊盜,1,24.12374257658005,120.73335392823748,jittered
2017-08-23,20,臺中市西區三民西路,西區,機車竊盜,1,24.140607158388512,120.6512,jittered
2017-08-25,19,臺中市太平區宜欣三街,太平區,機車竊盜,1,24.136867155068362,120.70124780911313,jittered
2017-08-27,3,臺中市西區大全街,西區,機車竊盜,1,24.13479625872196,120.67400536884739,jittered
2017-08-27,17,臺中市東區旱溪三街與旱溪西路口,東區,機車竊盜,1,24.133376063713918,120.69447027776242,jittered
2017-08-28,10,臺中市南屯區黎明路2段,南屯區,機車竊盜,1,24.135895676782088,120.60056562984882,jittered
2017-08-28,21,臺中市北區健行路,北區,機車竊盜,1,24.15017430362249,120.68224776900142,jittered
2017-08-29,3,臺中市大甲區信義路,大甲區,機車竊盜,1,24.3739,120.60270339666117,jittered
2017-08-29,4,臺中市太平區大源路,太平區,機車竊盜,1,24.118926709559574,120.72332513722486,jittered
2017-08-29,15,臺中市東區十甲巷,東區,機車竊盜,1,24.132633503357965,120.697039891416,jittered
2017-08-29,16,臺中市西屯區河南路2段,西屯區,機車竊盜,1,24.182423694001447,120.61404776425485,jittered
2017-08-30,21,臺中市西屯區西安路,西屯區,機車竊盜,1,24.187869307063863,120.60973445379857,jittered
2017-08-31,23,臺中市豐原區車站人行道,豐原區,機車竊盜,1,24.247632868376332,120.72104485146248,jittered
2017-09-03,19,臺中市太平區新平路3段88巷,太平區,機車竊盜,1,24.128835571992248,120.70214873650133,jittered
2017-09-03,21,臺中市太平區育仁路110巷,太平區,機車竊盜,1,24.127671410037156,120.71445950336694,jittered
2017-09-04,0,臺中市東區精武東路,東區,機車竊盜,1,24.138772701316768,120.69927882359015,jittered
2017-09-04,4,臺中市太平區樹孝路336巷,太平區,機車竊盜,1,24.13346127075412,120.7464,jittered
2017-09-04,18,臺中市大里區立元路,大里區,機車竊盜,1,24.124,120.67926224842562,jittered
2017-09-05,23,臺中市沙鹿區中正街,沙鹿區,機車竊盜,1,24.25049559075123,120.57186140551204,jittered
2017-09-06,11,臺中市東區復興路4段,東區,機車竊盜,1,24.141979940321004,120.695581124686,jittered
2017-09-07,0,臺中市大里區塗城路,大里區,機車竊盜,1,24.10351389105202,120.65614638616162,jittered
2017-09-07,13,臺中市沙鹿區北勢東路與正英路,沙鹿區,機車竊盜,1,24.225569748984412,120.56085589677701,jittered
2017-09-10,9,臺中市霧峰區大同路,霧峰區,機車竊盜,1,24.0403784013987,120.70043591903357,jittered
2017-09-10,15,臺中市烏日區五光路復光五巷,烏日區,機車竊盜,1,24.109882050679186,120.63543278478205,jittered
2017-09-11,5,臺中市北屯區東山路1段210巷,北屯區,機車竊盜,1,24.192737894734783,120.674593942624,jittered
